row_label_raw,row_label_full,col_0,Under 1 year,From 1 to 5 years,Over 5 years,Total,numeric__Under 1 year,numeric__From 1 to 5 years,numeric__Over 5 years,numeric__Total
As at 31/12/2025,As at 31/12/2025,As at 31/12/2025,VND,VND,VND,VND,,,,
Borrowings and debts,Borrowings and debts,Borrowings and debts,-,"390,000,000,000",-,"390,000,000,000",,,,
Trade and other payables,Trade and other payables,Trade and other payables,"800,094,118,044","11,988,296,704",-,"812,082,414,748",,,,
Accrued expenses,Accrued expenses,Accrued expenses,"30,949,623,686",-,-,"30,949,623,686",,,,
,,,"831,043,741,730","401,988,296,704",-,"1,233,032,038,434",,,,
As at 01/01/2025,As at 01/01/2025,As at 01/01/2025,,,,,,,,
Trade and other payables,Trade and other payables,Trade and other payables,"596,742,742,831","1,470,498,517",-,"598,213,241,348",,,,
Accrued expenses,Accrued expenses,Accrued expenses,"8,777,845,757",-,-,"8,777,845,757",,,,
,,,"605,520,588,588","1,470,498,517",-,"606,991,087,105",,,,
