row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,01/01/2025,01/01/2025_1,numeric__31/12/2025,numeric__31/12/2025_1,numeric__01/01/2025,numeric__01/01/2025_1
,,,Value,Provision,Value,Provision,,,,
,,,VND,VND,VND,VND,,,,
Others,Others,Others,"432,254,460,781",-,"1,184,633,454",-,,,,
"- China DongFeng Motor Industry Import and Export CO.,LTD","- China DongFeng Motor Industry Import and Export CO.,LTD","- China DongFeng Motor Industry Import and Export CO.,LTD","19,695,705,900",-,-,-,,,,
- Exsmart Huy Hoang Service Joint Stock Company,- Exsmart Huy Hoang Service Joint Stock Company,- Exsmart Huy Hoang Service Joint Stock Company,"3,815,884,351",-,-,-,,,,
"- Hong Diep Trading, Construction and Investment Joint Stock Company","- Hong Diep Trading, Construction and Investment Joint Stock Company","- Hong Diep Trading, Construction and Investment Joint Stock Company","17,184,155,982",-,-,-,,,,
- Minh Truong Construction and Mechanical Joint Stock Company,- Minh Truong Construction and Mechanical Joint Stock Company,- Minh Truong Construction and Mechanical Joint Stock Company,"51,755,325,987",-,-,-,,,,
- Thuy Ngan Trading and Construction Company Limited,- Thuy Ngan Trading and Construction Company Limited,- Thuy Ngan Trading and Construction Company Limited,"35,006,874,406",-,-,-,,,,
- Bac Giang No. 1 Construction Joint Stock Company,- Bac Giang No. 1 Construction Joint Stock Company,- Bac Giang No. 1 Construction Joint Stock Company,"61,649,738,698",-,-,-,,,,
- Hanoi No. 1 Construction Joint Stock Company,- Hanoi No. 1 Construction Joint Stock Company,- Hanoi No. 1 Construction Joint Stock Company,"48,670,387,525",-,-,-,,,,
- Others,- Others,- Others,"194,476,387,932",-,"1,184,633,454",-,,,,
,,,"432,254,460,781",-,"1,184,633,454",-,,,,
