row_label_raw,row_label_full,Phải thu lãi cho vay từ bên liên quan(Thuyết minh số 11),Số cuối năm > 5.918.705.751,VND Số đầu năm > 7.596.724.373,numeric__Số cuối năm > 5.918.705.751,numeric__VND Số đầu năm > 7.596.724.373
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,85.247.439,85.247.439,85247439.0,85247439.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.003.953.190,7.681.971.812,6003953190.0,7681971812.0
