row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Giao dịch,Năm nay,VNDNăm trước,numeric__Mối quan hệ,numeric__Giao dịch,numeric__Năm nay,numeric__VNDNăm trước
Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty con,Góp vốnCho vayCổ tứcThu hồi vayThu nhậplãi vay,-287.090.000.000279.478.774.37276.470.370.645,824.292.630.000791.761.500.000427.080.643.591591.593.337.748,,,-2.870900000002795e+34,8.242926300007917e+47
Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty con,Góp vốnCho vayCổ tứcThu hồi vayThu nhậplãi vay,-287.090.000.000279.478.774.37276.470.370.645,824.292.630.000791.761.500.000427.080.643.591591.593.337.748,,,-2.870900000002795e+34,8.242926300007917e+47
Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty con,Góp vốnCho vayCổ tứcThu hồi vayThu nhậplãi vay,-287.090.000.000279.478.774.37276.470.370.645,824.292.630.000791.761.500.000427.080.643.591591.593.337.748,,,-2.870900000002795e+34,8.242926300007917e+47
Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty con,Góp vốnCho vayCổ tứcThu hồi vayThu nhậplãi vay,-287.090.000.000279.478.774.37276.470.370.645,824.292.630.000791.761.500.000427.080.643.591591.593.337.748,,,-2.870900000002795e+34,8.242926300007917e+47
Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty con,Góp vốnCho vayCổ tứcThu hồi vayThu nhậplãi vay,-287.090.000.000279.478.774.37276.470.370.645,824.292.630.000791.761.500.000427.080.643.591591.593.337.748,,,-2.870900000002795e+34,8.242926300007917e+47
Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty con,Góp vốnCho vayCổ tứcThu hồi vayThu nhậplãi vay,-287.090.000.000279.478.774.37276.470.370.645,824.292.630.000791.761.500.000427.080.643.591591.593.337.748,,,-2.870900000002795e+34,8.242926300007917e+47
Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty con,Góp vốnCho vayCổ tứcThu hồi vayThu nhậplãi vay,-287.090.000.000279.478.774.37276.470.370.645,824.292.630.000791.761.500.000427.080.643.591591.593.337.748,,,-2.870900000002795e+34,8.242926300007917e+47
Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty con,Góp vốnCho vayCổ tứcThu hồi vayThu nhậplãi vay,-287.090.000.000279.478.774.37276.470.370.645,824.292.630.000791.761.500.000427.080.643.591591.593.337.748,,,-2.870900000002795e+34,8.242926300007917e+47
Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty con,Góp vốnCho vayCổ tứcThu hồi vayThu nhậplãi vay,-287.090.000.000279.478.774.37276.470.370.645,824.292.630.000791.761.500.000427.080.643.591591.593.337.748,,,-2.870900000002795e+34,8.242926300007917e+47
Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty Cổ phầnThế Giới Di Đông,Công ty con,Góp vốnCho vayCổ tứcThu hồi vayThu nhậplãi vay,-287.090.000.000279.478.774.37276.470.370.645,824.292.630.000791.761.500.000427.080.643.591591.593.337.748,,,-2.870900000002795e+34,8.242926300007917e+47
