row_label_raw,row_label_full,col_0,col_1,2017Triệu VND,2016Triệu VND,numeric__col_1,numeric__2017Triệu VND,numeric__2016Triệu VND
LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,5.521.468,6.642.501,,5521468.0,6642501.0
02,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,Chi phí lãi và các chi phí tương tự đã trả,(4.456.230),(3.979.851),,-4456230.0,-3979851.0
03,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Thu nhập thuần từ hoạt động dịch vụ nhận được,136.523,93.035,,136523.0,93035.0
04,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,"Thu nhập thuần từ hoạt động kinh doanh ngoại tệ, vàng và chứng khoán",854.223,1.054.125,,854223.0,1054125.0
05,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Chi phí khác,(216.041),(272.811),,-216041.0,-272811.0
06,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn rủi ro",64.644,586.697,,64644.0,586697.0
07,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 07,07,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",(1.570.217),(1.379.260),,-1570217.0,-1379260.0
08,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,(2.357),(27.700),,-2357.0,-27700.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,332.013,2.716.736,,332013.0,2716736.0
Những thay đổi về tài sản hoạt động,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,(14.286.881),9.228.965,,-14286881.0,9228965.0
09,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Giảm tiền gửi và cho vay các TCTD khác,2.534.664,4.465.614,,2534664.0,4465614.0
10,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,(Tăng)/giảm các khoản về kinh doanh chứng khoán,(13.941.541),15.975.910,,-13941541.0,15975910.0
11,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,Tăng các khoản cho vay khách hàng,(1.090.261),(7.022.307),,-1090261.0,-7022307.0
12,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,"Giảm nguồn dự phòng để bù đắp tổn thất các khoản tín dụng, chứng khoán, đầu tư",(315.775),(1.847.412),,-315775.0,-1847412.0
13,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 13,13,Tăng về tài sản hoạt động khác,(1.473.968),(2.342.840),,-1473968.0,-2342840.0
Những thay đổi về nợ hoạt động,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,Những thay đổi về nợ hoạt động,19.381.706,(11.829.997),,19381706.0,-11829997.0
14,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Giảm các khoản nợ Chính phủ và NHNN,(2.366.392),(641.421),,-2366392.0,-641421.0
15,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Tăng/(giảm) tiền gửi và vay từ các TCTD khác,18.997.917,(6.863.148),,18997917.0,-6863148.0
16,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16,16,Giảm tiền gửi của khách hàng,(738.290),(5.028.883),,-738290.0,-5028883.0
17,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tăng phát hành giấy tờ có giá,3.130.851,920.716,,3130851.0,920716.0
18,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 18,18,"Giảm vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",-,(137.000),,,-137000.0
19,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 19,19,Tăng/(giảm) các công cụ tài chính phải sinh và các khoản nợ tài chính khác,1.219,(112.394),,1219.0,-112394.0
20,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Tăng khác về nợ hoạt động,356.477,32.651,,356477.0,32651.0
21,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 21,21,Chi từ các quỹ của TCTD,(76),(518),,-76.0,-518.0
I,LUÙ CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > I,I,LUÙ CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG KINH DOANH,5.426.838,115.704,,5426838.0,115704.0
