row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2017Triệu VND,31/12/2016Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2017Triệu VND,numeric__31/12/2016Triệu VND
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,,
VII,VII,VII,Vốn và các quỹ,,,,,,,
1,VII > 1,1,Vốn của TCTD,24,11.879.878,11.879.878,,24.0,11879878.0,11879878.0
a,VII > a,a,Vốn điều lệ,,11.750.000,11.750.000,,,11750000.0,11750000.0
b,VII > b,b,Vốn đầu tư xây dựng cơ bản,,608,608,,,608.0,608.0
c,VII > c,c,Thặng dư vốn cổ phần,,400.000,400.000,,,400000.0,400000.0
d,VII > d,d,Cổ phiếu quỹ,,(270.730),(270.730),,,-270730.0,-270730.0
2,VII > 2,2,Quỹ của TCTD,24,684.054,661.963,,24.0,684054.0,661963.0
3,VII > 3,3,Lợi nhuận chưa phân phối,24,1.158.010,1.058.145,,24.0,1158010.0,1058145.0
,,,TỔNG VỐN CHỦ SỞ HỮU,24,13.721.942,13.599.986,,24.0,13721942.0,13599986.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,112.238.978,92.605.862,,,112238978.0,92605862.0
