row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2017 Triệu VND,31/12/2016 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2017 Triệu VND,numeric__31/12/2016 Triệu VND
XI,XI,XI,Tài sản Có khác,17,15.966.366,12.766.355,,17.0,15966366.0,12766355.0
1,1,1,Các khoản phải thu,,7.790.470,6.339.832,,,7790470.0,6339832.0
2,2,2,"Các khoản lãi, phí phải thu",,3.376.869,2.774.998,,,3376869.0,2774998.0
3,3,3,Tài sản Có khác,,5.401.531,3.934.361,,,5401531.0,3934361.0
,,,Trong đó: Lợi thế thương mại,,75.018,85.000,,,75018.0,85000.0
4,4,4,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(602.504),(282.836),,,-602504.0,-282836.0
,,,TỔNG TÀI SẢN,,112.238.978,92.605.862,,,112238978.0,92605862.0
B,B,B,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,,
,,,NỘ PHẢI TRẢ,,,,,,,
I,B > I,I,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,18,2.019.657,4.386.050,,18.0,2019657.0,4386050.0
II,B > II,II,Tiền gửi và vay các TCTD khác,19,29.534.151,10.536.234,,19.0,29534151.0,10536234.0
1,B > 1,1,Tiền gửi của các TCTD khác,,12.864.957,3.703.065,,,12864957.0,3703065.0
2,B > 2,2,Vay các TCTD khác,,16.669.194,6.833.169,,,16669194.0,6833169.0
III,B > III,III,Tiền gửi của khách hàng,20,56.848.515,57.586.806,,20.0,56848515.0,57586806.0
IV,B > IV,IV,Các công cụ tài chính phải sinh và nợ phải trả tài chính khác,21,52.724,51.505,,21.0,52724.0,51505.0
V,B > V,V,Phát hành giấy tờ có giá,22,7.348.899,4.218.047,,22.0,7348899.0,4218047.0
VI,B > VI,VI,Các khoản nợ khác,23,2.713.090,2.227.234,,23.0,2713090.0,2227234.0
1,B > 1,1,"Các khoản lãi, phí phải trả",,1.427.292,1.362.260,,,1427292.0,1362260.0
2,B > 2,2,Các khoản phải trả và công nợ khác,,1.285.798,864.974,,,1285798.0,864974.0
,,,TỔNG NỘ PHẢI TRẢ,,98.517.036,79.005.876,,,98517036.0,79005876.0
