row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,MS,TM,Năm 2024VND,Năm 2023VND,numeric__CHỈ TIÊU_1,numeric__MS,numeric__TM,numeric__Năm 2024VND,numeric__Năm 2023VND
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,6.1,1.615.671.932.877,1.680.274.226.042,,1.0,61.0,1615671932877.0,1680274226042.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,-,-,,2.0,,,
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),10,,1.615.671.932.877,1.680.274.226.042,,10.0,,1615671932877.0,1680274226042.0
4.,4.,4.,Giá vốn hàng bán,11,6.2,1.097.119.148.438,1.392.219.958.307,,11.0,62.0,1097119148438.0,1392219958307.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10-11),20,,518.552.784.439,288.054.267.735,,20.0,,518552784439.0,288054267735.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,6.3,61.531.724.517,253.342.809.434,,21.0,63.0,61531724517.0,253342809434.0
7.,7.,7.,Chi phí tài chính,22,6.4,273.364.745.530,167.082.274.687,,22.0,64.0,273364745530.0,167082274687.0
7.,7.,7.,Trong đó: Chi phí lãi vay,23,,103.253.638.360,155.475.525.477,,23.0,,103253638360.0,155475525477.0
8,8,8,"Phần lãi (lỗ) trong Công ty liên kết, liên doanh",24,,-,-,,24.0,,,
9,9,9,Chi phí bán hàng,25,6.5,109.149.970.299,136.219.281.716,,25.0,65.0,109149970299.0,136219281716.0
10,10,10,Chi phí quản lý doanh nghiệp,26,6.5,102.308.165.963,55.087.931.962,,26.0,65.0,102308165963.0,55087931962.0
11,11,11,Lợi nhuận thuần từ hoạt động kinh doanh {30 = 20+(21-22)-(25+26)},30,,95.261.627.164,183.007.588.804,,30.0,,95261627164.0,183007588804.0
12,12,12,Thu nhập khác,31,6.6,20.713.594.239,15.050.945.276,,31.0,66.0,20713594239.0,15050945276.0
13,13,13,Chi phí khác,32,6.6,8.535.790.858,9.030.807.307,,32.0,66.0,8535790858.0,9030807307.0
14,14,14,Lợi nhuận khác (40 = 31-32),40,6.6,12.177.803.381,6.020.137.969,,40.0,66.0,12177803381.0,6020137969.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế (50 = 30+40+45),50,,107.439.430.545,189.027.726.773,,50.0,,107439430545.0,189027726773.0
16.,16.,16.,Chi phí thuế TNDN hiện hành,51,6.7,42.742.524.889,51.397.047.994,,51.0,67.0,42742524889.0,51397047994.0
17.,17.,17.,Chi phí thuế TNDN hoãn lại,52,,3.231.898.925,2.692.894.640,,52.0,,3231898925.0,2692894640.0
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),60,,61.465.006.731,134.937.784.139,,60.0,,61465006731.0,134937784139.0
19.,19.,19.,Lợi nhuận sau thuế của Cổ đông của Công ty mẹ,61,,57.446.751.273,127.349.323.049,,61.0,,57446751273.0,127349323049.0
20,20,20,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,4.018.255.458,7.588.461.090,,62.0,,4018255458.0,7588461090.0
21,21,21,Lãi cơ bản trên cổ phiếu,70,6.8,186,414,,70.0,68.0,186.0,414.0
