row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,01/01/2024 > Giá trị,01/01/2024 > Số có khả năng trả nợ,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.935.639.889.865,1.935.639.889.865,1.597.784.355.622,1.490.498.457.199,1.828.353.991.442,1.828.353.991.442,1935639889865.0,1935639889865.0,1597784355622.0,1490498457199.0,1828353991442.0,1828353991442.0
Vay ngân hàng (1),Vay ngân hàng (1),Vay ngân hàng (1),460.194.208.010,460.194.208.010,410.384.124.386,454.456.658.281,504.266.741.905,504.266.741.905,460194208010.0,460194208010.0,410384124386.0,454456658281.0,504266741905.0,504266741905.0
Vay ngân hàng ngắn hạn,Vay ngân hàng ngắn hạn,Vay ngân hàng ngắn hạn,245.730.305.645,245.730.305.645,279.121.315.903,396.066.658.281,362.675.648.023,362.675.648.023,245730305645.0,245730305645.0,279121315903.0,396066658281.0,362675648023.0,362675648023.0
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,214.463.902.365,214.463.902.365,131.262.808.483,58.390.000.000,141.591.093.882,141.591.093.882,214463902365.0,214463902365.0,131262808483.0,58390000000.0,141591093882.0,141591093882.0
Trái phiếu ngắn hạn (2),Trái phiếu ngắn hạn (2),Trái phiếu ngắn hạn (2),80.000.000.000,80.000.000.000,,168.808.000.000,248.808.000.000,248.808.000.000,80000000000.0,80000000000.0,,168808000000.0,248808000000.0,248808000000.0
Trái phiếu dài hạn đến hạn trả (2),Trái phiếu dài hạn đến hạn trả (2),Trái phiếu dài hạn đến hạn trả (2),799.268.125.855,799.268.125.855,500.387.998.236,445.000.000.000,743.880.127.619,743.880.127.619,799268125855.0,799268125855.0,500387998236.0,445000000000.0,743880127619.0,743880127619.0
Tổng công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam (3),Tổng công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam (3),Tổng công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam (3),182.868.201.434,182.868.201.434,-,39.552.620.484,222.420.821.918,222.420.821.918,182868201434.0,182868201434.0,,39552620484.0,222420821918.0,222420821918.0
Công ty Cổ phần Tập đoàn Truyền thông BOD (tên cũ là Công ty Cổ phần Tư vấn và Đầu tư Quốc tế Superior) (4),Công ty Cổ phần Tập đoàn Truyền thông BOD (tên cũ là Công ty Cổ phần Tư vấn và Đầu tư Quốc tế Superior) (4),Công ty Cổ phần Tập đoàn Truyền thông BOD (tên cũ là Công ty Cổ phần Tư vấn và Đầu tư Quốc tế Superior) (4),12.800.000.000,12.800.000.000,12.800.000.000,-,-,-,12800000000.0,12800000000.0,12800000000.0,,,
Công ty TNHH Công nghệ và Giải trí We tube (5),Công ty TNHH Công nghệ và Giải trí We tube (5),Công ty TNHH Công nghệ và Giải trí We tube (5),6.500.000.000,6.500.000.000,6.500.000.000,-,-,-,6500000000.0,6500000000.0,6500000000.0,,,
Công ty Cổ phần địa ốc Thiên Hòa (6),Công ty Cổ phần địa ốc Thiên Hòa (6),Công ty Cổ phần địa ốc Thiên Hòa (6),7.000.000.000,7.000.000.000,7.000.000.000,,,,7000000000.0,7000000000.0,7000000000.0,,,
Vay cá nhân (7),Vay cá nhân (7),Vay cá nhân (7),387.009.354.566,387.009.354.566,660.712.233.000,382.681.178.434,108.978.300.000,108.978.300.000,387009354566.0,387009354566.0,660712233000.0,382681178434.0,108978300000.0,108978300000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,104.985.000.000,104.985.000.000,123.371.582.367,655.385.806.719,636.999.224.352,636.999.224.352,104985000000.0,104985000000.0,123371582367.0,655385806719.0,636999224352.0,636999224352.0
