row_label_raw,row_label_full,col_0,MS,TM,31/12/2024VND,01/01/2024VND,numeric__MS,numeric__TM,numeric__31/12/2024VND,numeric__01/01/2024VND
TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,TÀI SẢN NGẮN HẠN,,,,
A - (100=110+120+130+140+150),TÀI SẢN NGẮN HẠN > A - (100=110+120+130+140+150),A - (100=110+120+130+140+150),100,,6.280.148.452.585,6.451.205.557.598,100.0,,6280148452585.0,6451205557598.0
I. Tiền và các khoản tương đương tiền,TÀI SẢN NGẮN HẠN > I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5.1,1.971.403.413,24.771.534.645,110.0,51.0,1971403413.0,24771534645.0
1. Tiền,TÀI SẢN NGẮN HẠN > 1. Tiền,1. Tiền,111,,1.971.403.413,24.771.534.645,111.0,,1971403413.0,24771534645.0
II. Đầu tư tài chính ngắn hạn,TÀI SẢN NGẮN HẠN > II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,6.703.796.538,6.392.979.198,120.0,,6703796538.0,6392979198.0
3. Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN NGẮN HẠN > 3. Đầu tư nắm giữ đến ngày đáo hạn,3. Đầu tư nắm giữ đến ngày đáo hạn,123,5.2,6.703.796.538,6.392.979.198,123.0,52.0,6703796538.0,6392979198.0
III. Các khoản phải thu ngắn hạn,TÀI SẢN NGẮN HẠN > III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,3.555.026.920.305,3.341.887.153.160,130.0,,3555026920305.0,3341887153160.0
1. Phải thu ngắn hạn của khách hàng,TÀI SẢN NGẮN HẠN > 1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,5.3,88.429.160.336,135.785.228.553,131.0,53.0,88429160336.0,135785228553.0
2. Trả trước cho người bán ngắn hạn,TÀI SẢN NGẮN HẠN > 2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,5.4,1.160.759.858.102,1.099.039.417.253,132.0,54.0,1160759858102.0,1099039417253.0
5. Phải thu về cho vay ngắn hạn,TÀI SẢN NGẮN HẠN > 5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,135,5.5,519.831.582.432,13.434.000.000,135.0,55.0,519831582432.0,13434000000.0
6. Phải thu ngắn hạn khác,TÀI SẢN NGẮN HẠN > 6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,136,5.6,1.874.500.999.436,2.133.191.458.349,136.0,56.0,1874500999436.0,2133191458349.0
7. Dự phòng phải thu ngắn hạn khó đòi,TÀI SẢN NGẮN HẠN > 7. Dự phòng phải thu ngắn hạn khó đòi,7. Dự phòng phải thu ngắn hạn khó đòi,137,5.7,(88.494.680.001),(39.562.950.995),137.0,57.0,-88494680001.0,-39562950995.0
IV. Hàng tồn kho,TÀI SẢN NGẮN HẠN > IV. Hàng tồn kho,IV. Hàng tồn kho,140,5.8,2.697.132.182.543,2.980.336.550.168,140.0,58.0,2697132182543.0,2980336550168.0
1. Hàng tồn kho,TÀI SẢN NGẮN HẠN > 1. Hàng tồn kho,1. Hàng tồn kho,141,,2.697.132.182.543,2.980.336.550.168,141.0,,2697132182543.0,2980336550168.0
V. Tài sản ngắn hạn khác,TÀI SẢN NGẮN HẠN > V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,19.314.149.786,97.817.340.427,150.0,,19314149786.0,97817340427.0
1. Chi phí trả trước ngắn hạn,TÀI SẢN NGẮN HẠN > 1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,5.9,2.352.695.567,52.234.226.093,151.0,59.0,2352695567.0,52234226093.0
2. Thuế GTGT được khấu trừ,TÀI SẢN NGẮN HẠN > 2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,16.959.683.512,45.583.043.627,152.0,,16959683512.0,45583043627.0
3. Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN NGẮN HẠN > 3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,5.17,1.770.707,70.707,153.0,517.0,1770707.0,70707.0
B - TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),TÀI SẢN NGẮN HẠN > B - TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),B - TÀI SẢN DÀI HẠN(200=210+220+230+240+250+260),200,,1.421.453.054.164,1.845.743.662.518,200.0,,1421453054164.0,1845743662518.0
I. Các khoản phải thu dài hạn,TÀI SẢN NGẮN HẠN > I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,713.701.248.117,647.811.000.000,210.0,,713701248117.0,647811000000.0
5. Phải thu về cho vay dài hạn,TÀI SẢN NGẮN HẠN > 5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,215,5.5,146.468.248.117,159.906.000.000,215.0,55.0,146468248117.0,159906000000.0
6. Phải thu dài hạn khác,TÀI SẢN NGẮN HẠN > 6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,5.6,567.233.000.000,487.905.000.000,216.0,56.0,567233000000.0,487905000000.0
II. Tài sản cố định,TÀI SẢN NGẮN HẠN > II. Tài sản cố định,II. Tài sản cố định,220,,54.638.520.999,57.353.091.843,220.0,,54638520999.0,57353091843.0
1. Tài sản cố định hữu hình,TÀI SẢN NGẮN HẠN > 1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.10,54.638.520.999,56.909.729.733,221.0,510.0,54638520999.0,56909729733.0
- Nguyên giá,TÀI SẢN NGẮN HẠN > - Nguyên giá,- Nguyên giá,222,,83.321.748.915,83.252.794.369,222.0,,83321748915.0,83252794369.0
- Giá trị hao mòn lũy kế,TÀI SẢN NGẮN HẠN > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(28.683.227.916),(26.343.064.636),223.0,,-28683227916.0,-26343064636.0
3. Tài sản cố định vô hình,TÀI SẢN NGẮN HẠN > 3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,5.11,,443.362.110,227.0,511.0,,443362110.0
- Nguyên giá,TÀI SẢN NGẮN HẠN > - Nguyên giá,- Nguyên giá,228,,294.500.000,985.007.500,228.0,,294500000.0,985007500.0
- Giá trị hao mòn lũy kế,TÀI SẢN NGẮN HẠN > - Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(294.500.000),(541.645.390),229.0,,-294500000.0,-541645390.0
III. Bất động sản đầu tư,TÀI SẢN NGẮN HẠN > III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,5.12,551.836.707.284,588.226.258.788,230.0,512.0,551836707284.0,588226258788.0
1. Nguyên giá,TÀI SẢN NGẮN HẠN > 1. Nguyên giá,1. Nguyên giá,231,,678.916.528.053,701.462.540.043,231.0,,678916528053.0,701462540043.0
2. Giá trị hao mòn lũy kế,TÀI SẢN NGẮN HẠN > 2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(127.079.820.769),(113.236.281.255),232.0,,-127079820769.0,-113236281255.0
IV. Tài sản dở dang dài hạn,TÀI SẢN NGẮN HẠN > IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,5.13,5.947.304.545,23.425.553.943,240.0,513.0,5947304545.0,23425553943.0
2. Chi phí xây dựng cơ bản dở dang,TÀI SẢN NGẮN HẠN > 2. Chi phí xây dựng cơ bản dở dang,2. Chi phí xây dựng cơ bản dở dang,242,,5.947.304.545,23.425.553.943,242.0,,5947304545.0,23425553943.0
V. Các khoản đầu tư tài chính dài hạn,TÀI SẢN NGẮN HẠN > V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,5.14,86.264.066.926,517.689.066.926,250.0,514.0,86264066926.0,517689066926.0
1. Đầu tư vào công ty con,TÀI SẢN NGẮN HẠN > 1. Đầu tư vào công ty con,1. Đầu tư vào công ty con,251,,,,251.0,,,
"2. Đầu tư vào công ty liên kết, liên doanh","TÀI SẢN NGẮN HẠN > 2. Đầu tư vào công ty liên kết, liên doanh","2. Đầu tư vào công ty liên kết, liên doanh",252,,55.946.786.097,55.946.786.097,252.0,,55946786097.0,55946786097.0
3. Đầu tư góp vốn vào đơn vị khác,TÀI SẢN NGẮN HẠN > 3. Đầu tư góp vốn vào đơn vị khác,3. Đầu tư góp vốn vào đơn vị khác,253,,30.317.280.829,461.742.280.829,253.0,,30317280829.0,461742280829.0
VI. Tài sản dài hạn khác,TÀI SẢN NGẮN HẠN > VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,9.065.206.293,11.238.691.018,260.0,,9065206293.0,11238691018.0
1. Chi phí trả trước dài hạn,TÀI SẢN NGẮN HẠN > 1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,5.9,8.021.105.166,6.962.690.966,261.0,59.0,8021105166.0,6962690966.0
2. Tài sản thuế thu nhập hoãn lại,TÀI SẢN NGẮN HẠN > 2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,,1.044.101.127,4.276.000.052,262.0,,1044101127.0,4276000052.0
TỔNG CỘNG TÀI SẢN (270 = 100+200),TÀI SẢN NGẮN HẠN > TỔNG CỘNG TÀI SẢN (270 = 100+200),TỔNG CỘNG TÀI SẢN (270 = 100+200),270,,7.701.601.506.749,8.296.949.220.116,270.0,,7701601506749.0,8296949220116.0
