row_label_raw,row_label_full,col_0,31/12/2024 > Giá trị,31/12/2024 > Số có khả năng trả nợ,Phát sinh trong năm > Tăng,Phát sinh trong năm > Giảm,01/01/2024 > Giá trị,01/01/2024 > Số có khả năng trả nợ,numeric__31/12/2024 > Giá trị,numeric__31/12/2024 > Số có khả năng trả nợ,numeric__Phát sinh trong năm > Tăng,numeric__Phát sinh trong năm > Giảm,numeric__01/01/2024 > Giá trị,numeric__01/01/2024 > Số có khả năng trả nợ
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,460.194.208.010,460.194.208.010,410.384.124.386,454.456.658.281,504.266.741.905,504.266.741.905,460194208010.0,460194208010.0,410384124386.0,454456658281.0,504266741905.0,504266741905.0
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,245.730.305.645,245.730.305.645,279.121.315.903,396.066.658.281,362.675.648.023,362.675.648.023,245730305645.0,245730305645.0,279121315903.0,396066658281.0,362675648023.0,362675648023.0
Ngân Hàng TMCP Công Thương Việt Nam - CN Đồ Thành,Ngân Hàng TMCP Công Thương Việt Nam - CN Đồ Thành,Ngân Hàng TMCP Công Thương Việt Nam - CN Đồ Thành,-,-,1.746.100.054,13.839.188.077,12.093.088.023,12.093.088.023,,,1746100054.0,13839188077.0,12093088023.0,12093088023.0
Ngân Hàng TMCP Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),Ngân Hàng TMCP Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),Ngân Hàng TMCP Phát Triển Thành phố Hồ Chí Minh (Hdbank - PGD Phan Đình Phùng (1.1),9.076.305.895,9.076.305.895,21.905.939.418,24.229.633.523,11.400.000.000,11.400.000.000,9076305895.0,9076305895.0,21905939418.0,24229633523.0,11400000000.0,11400000000.0
Ngân hàng Bảo Việt - CN Hà Nội (1.2),Ngân hàng Bảo Việt - CN Hà Nội (1.2),Ngân hàng Bảo Việt - CN Hà Nội (1.2),236.653.999.750,236.653.999.750,255.469.276.431,357.997.836.681,339.182.560.000,339.182.560.000,236653999750.0,236653999750.0,255469276431.0,357997836681.0,339182560000.0,339182560000.0
Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,Vay dài hạn ngân hàng đến hạn trả,214.463.902.365,214.463.902.365,131.262.808.483,58.390.000.000,141.591.093.882,141.591.093.882,214463902365.0,214463902365.0,131262808483.0,58390000000.0,141591093882.0,141591093882.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - CN Hà Nội I (1.3),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - CN Hà Nội I (1.3),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - CN Hà Nội I (1.3),81.161.124.906,81.161.124.906,27.375.590.991,23.685.000.000,77.470.533.915,77.470.533.915,81161124906.0,81161124906.0,27375590991.0,23685000000.0,77470533915.0,77470533915.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Cao Bằng (1.3),39.905.098.964,39.905.098.964,10.489.538.997,3.705.000.000,33.120.559.967,33.120.559.967,39905098964.0,39905098964.0,10489538997.0,3705000000.0,33120559967.0,33120559967.0
Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.4),Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.4),Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.4),93.397.678.495,93.397.678.495,93.397.678.495,31.000.000.000,31.000.000.000,31.000.000.000,93397678495.0,93397678495.0,93397678495.0,31000000000.0,31000000000.0,31000000000.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,104.985.000.000,104.985.000.000,112.300.000.000,135.697.808.483,128.382.808.483,128.382.808.483,104985000000.0,104985000000.0,112300000000.0,135697808483.0,128382808483.0,128382808483.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Hà Nội I (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Hà Nội I (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Hà Nội I (1.3),-,-,-,24.475.590.991,24.475.590.991,24.475.590.991,,,,24475590991.0,24475590991.0,24475590991.0
Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Cao Bằng (1.3),Ngân hàng Nông Nghiệp và Phát triển Nông thôn Việt Nam - CN Cao Bằng (1.3),-,-,-,10.489.538.997,10.489.538.997,10.489.538.997,,,,10489538997.0,10489538997.0,10489538997.0
Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.4),Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.4),Ngân hàng TMCP đầu tư và phát triển Việt Nam - CN Hoàng Mai Hà Nội (1.4),-,-,-,93.417.678.495,93.417.678.495,93.417.678.495,,,,93417678495.0,93417678495.0,93417678495.0
Ngân hàng TMCP Sài Gòn Hà Nội (SHB) - CN Nam Định (1.5),Ngân hàng TMCP Sài Gòn Hà Nội (SHB) - CN Nam Định (1.5),Ngân hàng TMCP Sài Gòn Hà Nội (SHB) - CN Nam Định (1.5),6.185.000.000,6.185.000.000,13.500.000.000,7.315.000.000,-,-,6185000000.0,6185000000.0,13500000000.0,7315000000.0,,
Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.6),Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.6),Ngân hàng Bảo Việt- chi nhánh Hà Nội (1.6),98.800.000.000,98.800.000.000,98.800.000.000,-,-,-,98800000000.0,98800000000.0,98800000000.0,,,
Tổng,Tổng,Tổng,565.179.208.010,565.179.208.010,522.684.124.386,590.154.466.764,632.649.550.388,632.649.550.388,565179208010.0,565179208010.0,522684124386.0,590154466764.0,632649550388.0,632649550388.0
