row_label_raw,row_label_full,1. Lợi nhuận đã thực hiện chưa phân phối năm trước (tại 1/1/2017 và 1/1/2016) > 2. Lỗ chưa thực hiện cuối năm (tại 31/12/2017 và 31/12/2016) > 3. Lợi nhuận đã thực hiện trong năm > 4. Cơ sở lợi nhuận phân phối cho cổ đông hoặc các thành viên góp vốn tính đến cuối năm ((4)=(1)+(2)+(3)),Năm nay VND > 1.727.170.255.230 > (146.869.340.452) > 1.147.456.542.194 > 2.727.757.456.972,Năm trước (trình bày lại) VND > 1.528.039.483.892 > (151.094.747.873) > 841.881.337.875 > 2.218.826.073.894,numeric__Năm nay VND > 1.727.170.255.230 > (146.869.340.452) > 1.147.456.542.194 > 2.727.757.456.972,numeric__Năm trước (trình bày lại) VND > 1.528.039.483.892 > (151.094.747.873) > 841.881.337.875 > 2.218.826.073.894
5. Số trích từ lợi nhuận,5. Số trích từ lợi nhuận,5. Số trích từ lợi nhuận,(149.096.095.870),(162.913.648.537),-149096095870.0,-162913648537.0
- Quỹ dự trữ bổ sung vốn điều lệ,- Quỹ dự trữ bổ sung vốn điều lệ,- Quỹ dự trữ bổ sung vốn điều lệ,(43.851.792.903),(43.483.653.676),-43851792903.0,-43483653676.0
- Quỹ dự phòng tài chính và rủi ro nghiệp vụ,- Quỹ dự phòng tài chính và rủi ro nghiệp vụ,- Quỹ dự phòng tài chính và rủi ro nghiệp vụ,(43.851.792.903),(43.483.653.676),-43851792903.0,-43483653676.0
"- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng","- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng","- Trích quỹ từ thiện, quỹ phúc lợi và khen thưởng",(61.392.510.064),(59.633.400.253),-61392510064.0,-59633400253.0
- Các khoản khác,- Các khoản khác,- Các khoản khác,-,(16.312.940.932),,-16312940932.0
6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCD,6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCD,6. Số lãi phân phối cho cổ đông hoặc các thành viên góp vốn trong năm theo Nghị quyết ĐHĐCD,(489.845.250.000),(479.836.918.000),-489845250000.0,-479836918000.0
Lợi nhuận tối đa còn có thể phân phối (1),Lợi nhuận tối đa còn có thể phân phối (1),Lợi nhuận tối đa còn có thể phân phối (1),2.088.816.111.102,1.576.075.507.357,2088816111102.0,1576075507357.0
