row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán VND,Giá trị ghi số VND,Số dư chênh lệch đánh giá lại cuối năm VND,Số dư chênh lệch đánh giá lại đầu năm (trình bày lại) VND,Chênh lệch thuần điều chỉnh số kế toán trong năm VND,Chênh lệch tăng VND,Chênh lệch giảm VND,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán VND,numeric__Giá trị ghi số VND,numeric__Số dư chênh lệch đánh giá lại cuối năm VND,numeric__Số dư chênh lệch đánh giá lại đầu năm (trình bày lại) VND,numeric__Chênh lệch thuần điều chỉnh số kế toán trong năm VND,numeric__Chênh lệch tăng VND,numeric__Chênh lệch giảm VND
1,1,1,Loại FVTPL,1.423.338.558.776,1.431.143.096.100,7.804.537.324,(27.715.976.460),35.520.513.784,363.520.691.804,(328.000.178.020),,1423338558776.0,1431143096100.0,7804537324.0,-27715976460.0,35520513784.0,363520691804.0,-328000178020.0
1,1,1,Cổ phiếu niêm yết,1.112.681.613.424,1.138.043.211.380,25.361.597.956,(9.572.579.374),34.934.177.330,327.560.540.169,(292.626.362.839),,1112681613424.0,1138043211380.0,25361597956.0,-9572579374.0,34934177330.0,327560540169.0,-292626362839.0
1,1,1,DBC,251.330.479.988,254.267.187.300,2.936.707.312,40.555.525.722,(37.618.818.410),8.926.995.312,(46.545.813.722),,251330479988.0,254267187300.0,2936707312.0,40555525722.0,-37618818410.0,8926995312.0,-46545813722.0
1,1,1,ELC,204.171.484.764,128.615.243.800,(75.556.240.964),28.516.506.055,(104.072.747.019),816.030.000,(104.888.777.019),,204171484764.0,128615243800.0,-75556240964.0,28516506055.0,-104072747019.0,816030000.0,-104888777019.0
1,1,1,PLX,180.274.333.463,290.288.850.000,110.014.516.537,-,110.014.516.537,141.654.924.972,(31.640.408.435),,180274333463.0,290288850000.0,110014516537.0,,110014516537.0,141654924972.0,-31640408435.0
1,1,1,FMC,177.875.499.093,176.062.033.200,(1.813.465.893),(2.750),(1.813.463.143),92.400,(1.813.555.543),,177875499093.0,176062033200.0,-1813465893.0,-2750.0,-1813463143.0,92400.0,-1813555543.0
1,1,1,SSC,89.052.898.063,99.322.819.200,10.269.921.137,(48.681.041.749),58.950.962.886,65.680.064.086,(6.729.101.200),,89052898063.0,99322819200.0,10269921137.0,-48681041749.0,58950962886.0,65680064086.0,-6729101200.0
1,1,1,FPT,66.533.044.267,65.851.317.300,(681.726.967),582.568.887,(1.264.295.854),2.947.331.034,(4.211.626.888),,66533044267.0,65851317300.0,-681726967.0,582568887.0,-1264295854.0,2947331034.0,-4211626888.0
1,1,1,VAF,66.339.779.235,35.692.880.000,(30.646.899.235),(22.513.703.217),(8.133.196.018),6.857.813.582,(14.991.009.600),,66339779235.0,35692880000.0,-30646899235.0,-22513703217.0,-8133196018.0,6857813582.0,-14991009600.0
1,1,1,VCG,32.961.896.579,26.601.515.400,(6.360.381.179),4.888.514,(6.365.269.693),17.094.600,(6.382.364.293),,32961896579.0,26601515400.0,-6360381179.0,4888514.0,-6365269693.0,17094600.0,-6382364293.0
1,1,1,HPG,21.461.319.460,30.578.713.900,9.117.394.440,493.407.484,8.623.986.956,22.684.860.407,(14.060.873.451),,21461319460.0,30578713900.0,9117394440.0,493407484.0,8623986956.0,22684860407.0,-14060873451.0
1,1,1,Cổ phiếu khác,22.680.878.512,30.762.651.280,8.081.772.768,(8.530.728.320),16.612.501.088,77.975.333.776,(61.362.832.688),,22680878512.0,30762651280.0,8081772768.0,-8530728320.0,16612501088.0,77975333776.0,-61362832688.0
2,2,2,Cổ phiếu chưa niêm yết,105.931.465.352,88.374.404.720,(17.557.060.632),(18.143.397.086),586.336.454,35.960.151.635,(35.373.815.181),,105931465352.0,88374404720.0,-17557060632.0,-18143397086.0,586336454.0,35960151635.0,-35373815181.0
2,2,2,CTCP Xây dựng Công nghiệp Descon,17.456.571.492,8.182.129.000,(9.274.442.492),(8.118.950.992),(1.155.491.500),-,(1.155.491.500),,17456571492.0,8182129000.0,-9274442492.0,-8118950992.0,-1155491500.0,,-1155491500.0
2,2,2,Cổ phiếu chưa niêm yết khác,88.474.893.860,80.192.275.720,(8.282.618.140),(10.024.446.094),1.741.827.954,35.960.151.635,(34.218.323.681),,88474893860.0,80192275720.0,-8282618140.0,-10024446094.0,1741827954.0,35960151635.0,-34218323681.0
3,3,3,Trái phiếu chưa niêm yết,204.725.480.000,204.725.480.000,-,-,-,-,-,,204725480000.0,204725480000.0,,,,,
