row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay VND,Năm trước (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế TNDN,,1.405.021.409.033,1.144.062.998.942,,,1405021409033.0,1144062998942.0
02,02,02,Điều chỉnh cho các khoản:,,(730.566.500.836),(547.985.279.914),,,-730566500836.0,-547985279914.0
03,03,03,Khấu hao TSCĐ,,20.947.213.144,18.206.356.391,,,20947213144.0,18206356391.0
04,04,04,Các khoản dự phòng,,(620.599.691),12.491.380.694,,,-620599691.0,12491380694.0
05,05,05,Lỗ chênh lệch tỷ giá hối đoái chưa thực hiện,,173.396.382,-,,,173396382.0,
06,06,06,Chi phí lãi vay,,343.901.229.535,269.313.493.289,,,343901229535.0,269313493289.0
07,07,07,Lãi từ hoạt động đầu tư,,(495.229.118.735),(303.523.403.257),,,-495229118735.0,-303523403257.0
08,08,08,Dự thu tiền lãi,,(599.043.514.417),(545.379.920.119),,,-599043514417.0,-545379920119.0
09,09,09,Các khoản điều chỉnh khác,,(695.107.054),906.813.088,,,-695107054.0,906813088.0
10,10,10,Tăng các chi phí phi tiền tệ,,324.108.886.222,264.900.320.571,,,324108886222.0,264900320571.0
11,11,11,Lỗ đánh giá lại giá trị các tài sản tài chính FVTPL,,328.000.178.020,235.235.780.472,,,328000178020.0,235235780472.0
13,13,13,(Hoàn nhập)/lỗ suy giảm giá trị các khoản cho vay,,(5.359.427.433),28.431.004.933,,,-5359427433.0,28431004933.0
14,14,14,Lỗ về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,,1.468.135.635,1.233.535.166,,,1468135635.0,1233535166.0
18,18,18,Giảm các doanh thu phi tiền tệ,,(589.814.228.061),(624.835.482.381),,,-589814228061.0,-624835482381.0
19,19,19,Lãi đánh giá lại giá trị các tài sản tài chính FVTPL,,(363.520.691.804),(357.627.439.480),,,-363520691804.0,-357627439480.0
20,20,20,Lãi về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,,(226.293.536.257),(267.208.042.901),,,-226293536257.0,-267208042901.0
30,30,30,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,408.749.566.358,236.142.557.218,,,408749566358.0,236142557218.0
31,31,31,Giảm/(tăng) tài sản tài chính FVTPL,,379.032.638.757,(36.166.095.029),,,379032638757.0,-36166095029.0
32,32,32,(Tăng)/giảm các khoản đầu tư HTM,,(491.170.678.200),699.738.982.082,,,-491170678200.0,699738982082.0
33,33,33,Tăng các khoản cho vay,,(1.984.894.287.302),(145.105.474.216),,,-1984894287302.0,-145105474216.0
34,34,34,Giảm/(tăng) tài sản tài chính AFS,,226.707.855.613,(167.207.209.943),,,226707855613.0,-167207209943.0
35,35,35,Giảm/(tăng) phải thu bán các tài sản tài chính,,26.807.894.500,(50.954.500.000),,,26807894500.0,-50954500000.0
37,37,37,Tăng phải thu dịch vụ CTCK cung cấp,,(19.296.504.894),(26.918.424.600),,,-19296504894.0,-26918424600.0
39,39,39,(Tăng)/giảm các khoản phải thu khác,,(26.310.583.847),6.678.953.787,,,-26310583847.0,6678953787.0
40,40,40,(Tăng)/giảm các tài sản khác,,(49.085.053.601),147.298.363.103,,,-49085053601.0,147298363103.0
41,41,41,Tăng chi phí phải trả (không bao gồm chi phí lãi vay),,8.403.545.245,14.475.876.517,,,8403545245.0,14475876517.0
42,42,42,Tăng chi phí trả trước,,(12.588.940.046),(27.603.968.238),,,-12588940046.0,-27603968238.0
43,43,43,Thuế TNDN đã nộp,,(194.330.165.299),(244.437.916.359),,,-194330165299.0,-244437916359.0
44,44,44,Lãi vay đã trả,,(321.966.912.179),(284.596.104.749),,,-321966912179.0,-284596104749.0
46,46,46,(Giảm)/tăng phải trả cho người bán,,(3.610.395.170),4.420.863.801,,,-3610395170.0,4420863801.0
47,47,47,(Giảm)/tăng các khoản trích nộp phúc lợi nhân viên,,(159.934.200),2.990.600,,,-159934200.0,2990600.0
48,48,48,Tăng thuế và các khoản phải nộp Nhà nước,,25.027.050.340,5.702.846.752,,,25027050340.0,5702846752.0
49,49,49,Tăng phải trả người lao động,,34.395.805.093,818.241.764,,,34395805093.0,818241764.0
51,51,51,"Giảm phải trả, phải nộp khác",,(151.380.652.608),(171.623.597.740),,,-151380652608.0,-171623597740.0
52,52,52,Tiền thu khác từ hoạt động kinh doanh - Tiền lãi đã thu,,598.129.706.117,575.402.759.035,,,598129706117.0,575402759035.0
52,52,52,Tiền thu khác từ hoạt động kinh doanh - Tiền lãi đã thu,,598.012.964.417,561.567.025.235,,,598012964417.0,561567025235.0
52,52,52,Tiền thu khác từ hoạt động kinh doanh - Tiền lãi đã thu,,116.741.700,13.835.733.800,,,116741700.0,13835733800.0
53,53,53,Tiền chi khác cho hoạt động kinh doanh,,(28.447.874.665),(39.743.402.871),,,-28447874665.0,-39743402871.0
60,60,60,Lưu chuyển tiền thuần (sử dụng vào)/ từ hoạt động kinh doanh,,(1.575.987.919.988),496.325.740.914,,,-1575987919988.0,496325740914.0
