row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay VND,Năm trước (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
,,,I. DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,1. Lãi từ các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),,668.205.714.750,684.049.420.960,,,668205714750.0,684049420960.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,30.1,258.242.105.970,285.136.192.295,,301.0,258242105970.0,285136192295.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,30.2,363.520.691.804,357.627.439.480,,302.0,363520691804.0,357627439480.0
01.3,01.3,01.3,"1.3. Cổ tức, tiền lãi phát sinh từ tài sản tài chính FVTPL",30.3,46.442.916.976,41.285.789.185,,303.0,46442916976.0,41285789185.0
02,02,02,2. Lãi từ các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),30.3,450.841.549.874,344.890.502.306,,303.0,450841549874.0,344890502306.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,30.3,519.650.863.341,429.400.211.341,,303.0,519650863341.0,429400211341.0
04,04,04,4. Lãi từ tài sản tài chính sản sàng để bán (AFS),30.3,259.243.270.357,342.218.316.379,,303.0,259243270357.0,342218316379.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,,779.655.966.567,381.169.657.999,,,779655966567.0,381169657999.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,6.970.000.000,11.238.000.000,,,6970000000.0,11238000000.0
08,08,08,7. Doanh thu nghiệp vụ tư vấn đầu tư chứng khoán,,25.112.954.614,33.282.441.007,,,25112954614.0,33282441007.0
09,09,09,8. Doanh thu nghiệp vụ lưu ký chứng khoán,,13.106.660.608,9.582.231.035,,,13106660608.0,9582231035.0
10,10,10,9. Doanh thu hoạt động tư vấn tài chính,,104.386.740.785,95.374.902.451,,,104386740785.0,95374902451.0
11,11,11,10. Thu nhập hoạt động khác,32,70.904.085.725,114.524.308.025,,32.0,70904085725.0,114524308025.0
20,20,20,Cộng doanh thu hoạt động,,2.898.077.806.621,2.445.729.991.503,,,2898077806621.0,2445729991503.0
,,,II. CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,486.473.323.551,367.918.742.008,,,486473323551.0,367918742008.0
21.1,21.1,21.1,1.1 Lỗ bán các tài sản tài chính FVTPL,30.1,157.754.346.488,131.714.435.266,,301.0,157754346488.0,131714435266.0
21.2,21.2,21.2,1.2 Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,30.2,328.000.178.020,235.235.780.472,,302.0,328000178020.0,235235780472.0
21.3,21.3,21.3,1.3 Chi phí giao dịch mua các tài sản tài chính FVTPL,,718.799.043,968.526.270,,,718799043.0,968526270.0
23,23,23,2. Lỗ và ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,,1.468.135.635,1.233.535.166,,,1468135635.0,1233535166.0
24,24,24,"3. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi, lỗ suy giảm tài sản tài chính và chi phí di vay của các khoản cho vay",31,(50.808.499.167),177.853.152.433,,31.0,-50808499167.0,177853152433.0
26,26,26,4. Chi phí hoạt động tự doanh,,6.529.060.758,3.031.991.259,,,6529060758.0,3031991259.0
27,27,27,5. Chi phí nghiệp vụ môi giới chứng khoán,33,515.662.908.804,302.635.295.291,,33.0,515662908804.0,302635295291.0
28,28,28,"6. Chi phí nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",33,448.237.668,-,,33.0,448237668.0,
29,29,29,7. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,33,17.339.245.420,14.205.710.814,,33.0,17339245420.0,14205710814.0
30,30,30,8. Chi phí nghiệp vụ lưu ký chứng khoán,33,18.364.941.338,14.217.781.607,,33.0,18364941338.0,14217781607.0
31,31,31,9. Chi phí hoạt động tư vấn tài chính,33,62.842.511.908,26.015.542.418,,33.0,62842511908.0,26015542418.0
32,32,32,10. Chi phí hoạt động khác,"33, 34",79.077.162.741,82.252.708.235,,,79077162741.0,82252708235.0
40,40,40,Cộng chi phí hoạt động,,1.137.397.028.656,989.364.459.231,,,1137397028656.0,989364459231.0
