row_label_raw,row_label_full,Tài sản,Số dư cuối năm VND,Số dư đầu năm VND,Mục đích đảm bảo,numeric__Số dư cuối năm VND,numeric__Số dư đầu năm VND,numeric__Mục đích đảm bảo
Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,,,
- Tài sản tài chính FVTPL (tính theo mệnh giá),Ngắn hạn > - Tài sản tài chính FVTPL (tính theo mệnh giá),- Tài sản tài chính FVTPL (tính theo mệnh giá),183.670.880.000,130.810.880.000,Trái phiếu do Công ty phát hành và vay ngắn hạn,183670880000.0,130810880000.0,
- Tài sản tài chính AFS (tính theo mệnh giá),Ngắn hạn > - Tài sản tài chính AFS (tính theo mệnh giá),- Tài sản tài chính AFS (tính theo mệnh giá),92.994.180.000,98.494.180.000,Trái phiếu do Công ty phát hành và vay ngắn hạn,92994180000.0,98494180000.0,
- Tiền gửi có kỳ hạn trên 3 tháng tới 1 năm,Ngắn hạn > - Tiền gửi có kỳ hạn trên 3 tháng tới 1 năm,- Tiền gửi có kỳ hạn trên 3 tháng tới 1 năm,7.832.000.000.000,5.168.100.000.000,Vay thấu chi và vay ngắn hạn,7832000000000.0,5168100000000.0,
Dài hạn,Dài hạn,Dài hạn,,,,,,
- Tiền gửi có kỳ hạn trên 1 năm,Dài hạn > - Tiền gửi có kỳ hạn trên 1 năm,- Tiền gửi có kỳ hạn trên 1 năm,70.000.000.000,41.000.000.000,Vay thấu chi và vay ngắn hạn,70000000000.0,41000000000.0,
- Đầu tư vào công ty liên kết (tính theo mệnh giá),Dài hạn > - Đầu tư vào công ty liên kết (tính theo mệnh giá),- Đầu tư vào công ty liên kết (tính theo mệnh giá),218.929.370.000,185.139.370.000,Trái phiếu do Công ty phát hành và vay ngắn hạn,218929370000.0,185139370000.0,
- Tài sản có định vô hình,Dài hạn > - Tài sản có định vô hình,- Tài sản có định vô hình,109.671.558.000,109.671.558.000,Trái phiếu do Công ty phát hành,109671558000.0,109671558000.0,
Tổng cộng,Dài hạn > Tổng cộng,Tổng cộng,8.507.265.988.000,5.733.215.988.000,,8507265988000.0,5733215988000.0,
