row_label_raw,row_label_full,col_0,Số dư cuối năm,Số dư đầu năm,numeric__Số dư cuối năm,numeric__Số dư đầu năm
USD,USD,USD,"5.163.658,21","5.028.241,29",5163658.21,5028241.29
EUR,EUR,EUR,"84.352,36","57.765,13",84352.36,57765.13
GBP,GBP,GBP,"38.197,09",-,38197.09,
