row_label_raw,row_label_full,Số dư đầu năm > Mua trong năm,Năm nayVND > 709.336.586.920 > 320.400,Năm trướcVND > 637.417.114.391 > 25.087.436.000,numeric__Năm nayVND > 709.336.586.920 > 320.400,numeric__Năm trướcVND > 637.417.114.391 > 25.087.436.000
Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tai công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tai công ty con của công ty liên kết,Điều chỉnh do công ty liên kết thay đổi tỷ lệ sở hữu tai công ty con của công ty liên kết,14.509.242.199,(3.891.899.609),14509242199.0,-3891899609.0
Chênh lệch do công ty liên kết thay đổi số lượng cổ phiếu lưu hành,Chênh lệch do công ty liên kết thay đổi số lượng cổ phiếu lưu hành,Chênh lệch do công ty liên kết thay đổi số lượng cổ phiếu lưu hành,-,(7.811.526.899),,-7811526899.0
Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động trong năm,Lãi từ công ty liên kết ghi nhận vào báo cáo kết quả hoạt động trong năm,105.518.563.847,73.457.661.737,105518563847.0,73457661737.0
- Phần chia sẻ lãi trong năm,- Phần chia sẻ lãi trong năm,- Phần chia sẻ lãi trong năm,105.518.563.847,73.457.661.737,105518563847.0,73457661737.0
Cổ tức thực nhận,Cổ tức thực nhận,Cổ tức thực nhận,(16.419.492.501),(14.922.198.700),-16419492501.0,-14922198700.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,812.945.220.865,709.336.586.920,812945220865.0,709336586920.0
