row_label_raw,row_label_full,Các loại tài sảntài chính,Giá mua/Giá gốc,Chênh lệch đánh giá > Chênh lệch tăng,Chênh lệch đánh giá > Chênh lệch giảm,Giá trị đánh giá lại,Giá mua/Giá gốc_1,Chênh lệch đánh giá > Chênh lệch tăng_1,Chênh lệch đánh giá > Chênh lệch giảm_1,Giá trị đánh giá lại_1,numeric__Giá mua/Giá gốc,numeric__Chênh lệch đánh giá > Chênh lệch tăng,numeric__Chênh lệch đánh giá > Chênh lệch giảm,numeric__Giá trị đánh giá lại,numeric__Giá mua/Giá gốc_1,numeric__Chênh lệch đánh giá > Chênh lệch tăng_1,numeric__Chênh lệch đánh giá > Chênh lệch giảm_1,numeric__Giá trị đánh giá lại_1
FVTPL,FVTPL,FVTPL,1.423.338.558.776,154.500.481.381,(146.695.944.057),1.431.143.096.100,1.576.762.250.963,123.378.771.491,(151.094.747.951),1.549.046.274.503,1423338558776.0,154500481381.0,-146695944057.0,1431143096100.0,1576762250963.0,123378771491.0,-151094747951.0,1549046274503.0
Cổ phiếu vàCCQ niêm yết,Cổ phiếu vàCCQ niêm yết,Cổ phiếu vàCCQ niêm yết,1.112.681.613.424,140.832.752.940,(115.471.154.984),1.138.043.211.380,1.192.233.668.924,91.209.567.971,(100.782.147.345),1.182.661.089.550,1112681613424.0,140832752940.0,-115471154984.0,1138043211380.0,1192233668924.0,91209567971.0,-100782147345.0,1182661089550.0
Cổ phiếu vàCCQ chưa niêm yết,Cổ phiếu vàCCQ chưa niêm yết,Cổ phiếu vàCCQ chưa niêm yết,105.931.465.352,13.667.728.441,(31.224.789.073),88.374.404.720,82.191.081.939,32.169.203.520,(50.312.600.606),64.047.684.853,105931465352.0,13667728441.0,-31224789073.0,88374404720.0,82191081939.0,32169203520.0,-50312600606.0,64047684853.0
Trái phiếuchưa niêm yết,Trái phiếuchưa niêm yết,Trái phiếuchưa niêm yết,204.725.480.000,-,-,204.725.480.000,302.337.500.100,-,-,302.337.500.100,204725480000.0,,,204725480000.0,302337500100.0,,,302337500100.0
AFS,AFS,AFS,735.818.245.259,805.931.474.854,(6.886.120.813),1.534.863.599.300,962.515.600.866,655.482.365.518,(2.689.490.143),1.615.308.476.241,735818245259.0,805931474854.0,-6886120813.0,1534863599300.0,962515600866.0,655482365518.0,-2689490143.0,1615308476241.0
Cổ phiếu niêmyết,Cổ phiếu niêmyết,Cổ phiếu niêmyết,573.611.017.959,789.009.074.854,(6.886.120.813),1.355.733.972.000,814.610.060.866,638.382.365.518,(2.689.490.143),1.450.302.936.241,573611017959.0,789009074854.0,-6886120813.0,1355733972000.0,814610060866.0,638382365518.0,-2689490143.0,1450302936241.0
Cổ phiếu churaniêm yết,Cổ phiếu churaniêm yết,Cổ phiếu churaniêm yết,162.207.227.300,16.922.400.000,-,179.129.627.300,147.905.540.000,17.100.000.000,-,165.005.540.000,162207227300.0,16922400000.0,,179129627300.0,147905540000.0,17100000000.0,,165005540000.0
Tổng cộng,Tổng cộng,Tổng cộng,2.159.156.804.035,960.431.956.235,(153.582.064.870),2.966.006.695.400,2.539.277.851.829,778.861.137.009,(153.784.238.094),3.164.354.750.744,2159156804035.0,960431956235.0,-153582064870.0,2966006695400.0,2539277851829.0,778861137009.0,-153784238094.0,3164354750744.0
