row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị ghi số VND,Số cuối năm > Giá trị hợp lý (4) VND,Số đầu năm > Giá trị ghi số VND,Số đầu năm > Giá trị hợp lý (4) VND,numeric__Số cuối năm > Giá trị ghi số VND,numeric__Số cuối năm > Giá trị hợp lý (4) VND,numeric__Số đầu năm > Giá trị ghi số VND,numeric__Số đầu năm > Giá trị hợp lý (4) VND
Cho vay hoạt động ký quỹ (1),Cho vay hoạt động ký quỹ (1),Cho vay hoạt động ký quỹ (1),5.632.705.629.670,5.609.634.052.170,3.564.875.010.978,3.536.444.006.045,5632705629670.0,5609634052170.0,3564875010978.0,3536444006045.0
Cho vay hoạt động ứng trước tiền bán của khách hàng (2),Cho vay hoạt động ứng trước tiền bán của khách hàng (2),Cho vay hoạt động ứng trước tiền bán của khách hàng (2),126.735.539.319,126.735.539.319,214.303.031.818,214.303.031.818,126735539319.0,126735539319.0,214303031818.0,214303031818.0
Cho vay ứng trước tiền bán chứng khoán theo hợp đồng môi giới chứng khoán (3),Cho vay ứng trước tiền bán chứng khoán theo hợp đồng môi giới chứng khoán (3),Cho vay ứng trước tiền bán chứng khoán theo hợp đồng môi giới chứng khoán (3),4.631.161.109,4.631.161.109,-,-,4631161109.0,4631161109.0,,
Tổng cộng,Tổng cộng,Tổng cộng,5.764.072.330.098,5.741.000.752.598,3.779.178.042.796,3.750.747.037.863,5764072330098.0,5741000752598.0,3779178042796.0,3750747037863.0
