row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm VND,Số đầu năm (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm (trình bày lại) VND
100,100,100,A. TÀI SẢN NGÂN HẠN,,17.227.983.148.329,12.663.850.207.470,,,17227983148329.0,12663850207470.0
110,110,110,I. Tài sản tài chính,,17.092.445.491.929,12.565.346.534.003,,,17092445491929.0,12565346534003.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,345.985.713.191,308.564.964.314,,5.0,345985713191.0,308564964314.0
111.1,111.1,111.1,1.1. Tiền,,231.504.310.415,201.151.935.146,,,231504310415.0,201151935146.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,114.481.402.776,107.413.029.168,,,114481402776.0,107413029168.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,1.431.143.096.100,1.549.046.274.503,,71.0,1431143096100.0,1549046274503.0
113,113,113,3. Các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),7.3,7.882.154.213.938,5.243.743.725.184,,73.0,7882154213938.0,5243743725184.0
114,114,114,4. Các khoản cho vay,7.4,5.764.072.330.098,3.779.178.042.796,,74.0,5764072330098.0,3779178042796.0
115,115,115,5. Tài sản tài chính sẵn sàng để bán (AFS),7.2,1.534.863.599.300,1.615.308.476.241,,72.0,1534863599300.0,1615308476241.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thể chấp,8,(23.071.577.500),(28.431.004.933),,8.0,-23071577500.0,-28431004933.0
117,117,117,7. Các khoản phải thu,,27.842.003.070,53.619.347.570,,,27842003070.0,53619347570.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,9,26.678.453.070,53.486.347.570,,9.0,26678453070.0,53486347570.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",9,1.163.550.000,133.000.000,,9.0,1163550000.0,133000000.0
117.3,117.3,117.3,"7.2.1. Phải thu cổ tức, tiến lãi đến ngày nhận",,-,133.000.000,,,,133000000.0
117.4,117.4,117.4,"7.2.2. Dự thu cổ tức, tiến lãi chưa đến ngày nhận",,1.163.550.000,-,,,1163550000.0,
118,118,118,8. Trả trước cho người bán,9,18.082.112.403,21.135.273.595,,9.0,18082112403.0,21135273595.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoán cung cấp,9,55.404.562.922,36.101.403.942,,9.0,55404562922.0,36101403942.0
122,122,122,10. Các khoản phải thu khác,9,71.271.331.370,3.002.523.445,,9.0,71271331370.0,3002523445.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,9,(15.301.892.963),(15.922.492.654),,9.0,-15301892963.0,-15922492654.0
130,130,130,II. Tài sản ngắn hạn khác,10,135.537.656.400,98.503.673.467,,10.0,135537656400.0,98503673467.0
131,131,131,1. Tạm ứng,,9.001.649.610,9.231.952.863,,,9001649610.0,9231952863.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,53.710.015,-,,,53710015.0,
133,133,133,3. Chỉ phí trả trước ngắn hạn,,10.575.869.709,7.665.228.021,,,10575869709.0,7665228021.0
134,134,134,"4. Cẩm cổ, thể chấp, ký quý, ký cược ngắn hạn",,931.717.910,893.430.260,,,931717910.0,893430260.0
137,137,137,5. Tài sản ngắn hạn khác,,114.974.709.156,80.713.062.323,,,114974709156.0,80713062323.0
