row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm VND,Số đầu năm (trình bày lại) VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm (trình bày lại) VND
200,200,200,B. TÀI SẢN DÀI HẠN,,1.536.392.023.519,1.342.980.181.165,,,1536392023519.0,1342980181165.0
210,210,210,I. Tài sản tài chính dài hạn,,943.369.693.465,750.343.966.349,,,943369693465.0,750343966349.0
212,212,212,1. Các khoản đầu tư,11,943.369.693.465,750.343.966.349,,11.0,943369693465.0,750343966349.0
212.1,212.1,212.1,1.1. Các khoản đầu tư nằm giữ đến ngày đáo hạn,,130.424.472.600,41.007.379.429,,,130424472600.0,41007379429.0
212.3,212.3,212.3,"1.2. Đầu tư vào công ty liên doanh, liên kết",,812.945.220.865,709.336.586.920,,,812945220865.0,709336586920.0
220,220,220,II. Tài sản cố định,,161.101.323.414,131.416.882.683,,,161101323414.0,131416882683.0
221,221,221,1. Tài sản cố định hữu hình,12,32.942.324.482,12.569.448.484,,12.0,32942324482.0,12569448484.0
222,222,222,1.1. Nguyên giá,,115.198.707.424,89.953.237.422,,,115198707424.0,89953237422.0
223a,223a,223a,1.2. Giá trị khấu hao lũy kế,,(82.256.382.942),(77.383.788.938),,,-82256382942.0,-77383788938.0
227,227,227,2. Tài sản cố định vô hình,13,128.158.998.932,118.847.434.199,,13.0,128158998932.0,118847434199.0
228,228,228,2.1. Nguyên giá,,186.932.181.501,173.208.004.861,,,186932181501.0,173208004861.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(58.773.182.569),(54.360.570.662),,,-58773182569.0,-54360570662.0
230,230,230,III. Bất động sản đầu tư,14,218.230.726.962,261.341.171.964,,14.0,218230726962.0,261341171964.0
231,231,231,1. Nguyên giá,,272.917.757.575,314.275.801.824,,,272917757575.0,314275801824.0
232a,232a,232a,2. Giá trị khấu hao lũy kế,,(54.687.030.613),(52.934.629.860),,,-54687030613.0,-52934629860.0
240,240,240,IV. Chi phí xây dựng cơ bản dở dang,15,47.154.474.755,46.777.509.012,,15.0,47154474755.0,46777509012.0
250,250,250,V. Tài sản dài hạn khác,,166.535.804.923,153.100.651.157,,,166535804923.0,153100651157.0
251,251,251,"1. Cảm cố, thế chấp, ký quỹ, ký cược dài hạn",,19.416.533.466,19.105.729.716,,,19416533466.0,19105729716.0
252,252,252,2. Chi phí trả trước dài hạn,16,35.571.900.952,25.895.763.102,,16.0,35571900952.0,25895763102.0
253,253,253,3. Tài sản thuế thu nhập hoãn lại,17,76.547.370.505,88.099.158.339,,17.0,76547370505.0,88099158339.0
254,254,254,4. Tiền nộp Quỹ Hồ trợ thanh toán,18,20.000.000.000,20.000.000.000,,18.0,20000000000.0,20000000000.0
255,255,255,5. Tài sản dài hạn khác,,15.000.000.000,-,,,15000000000.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,18.764.375.171.848,14.006.830.388.635,,,18764375171848.0,14006830388635.0
