row_label_raw,row_label_full,col_0,Vốn góp củachủ sở hữuVND,Thặng dư vốncổ phầnVND,Cổ phiếu quỹVND,Chênh lệch đánhgiá lại tài sản theogiia trị hợp lýVND,Chênh lệch tỷ giáVND,Quỹ dự trữ bổsung vốn điều lệVND,Quỹ dự phòng tài chính và rủi ronghiếp vụVND,Lợi nhuận chưaphân phốiVND,Lợi ích cổ đôngkhông kiểm soátVND,Tổng côngVND,col_11,numeric__Vốn góp củachủ sở hữuVND,numeric__Thặng dư vốncổ phầnVND,numeric__Cổ phiếu quỹVND,numeric__Chênh lệch đánhgiá lại tài sản theogiia trị hợp lýVND,numeric__Chênh lệch tỷ giáVND,numeric__Quỹ dự trữ bổsung vốn điều lệVND,numeric__Quỹ dự phòng tài chính và rủi ronghiếp vụVND,numeric__Lợi nhuận chưaphân phốiVND,numeric__Lợi ích cổ đôngkhông kiểm soátVND,numeric__Tổng côngVND,numeric__col_11
Số dư đầu năm(trình bày lại)Lợi nhuận sau thuếPhát hành cổ phiếutăng vốn theo Nghịquyết ĐHĐCD,Số dư đầu năm(trình bày lại)Lợi nhuận sau thuếPhát hành cổ phiếutăng vốn theo Nghịquyết ĐHĐCD,Số dư đầu năm(trình bày lại)Lợi nhuận sau thuếPhát hành cổ phiếutăng vốn theo Nghịquyết ĐHĐCD,4.900.636.840.000,29.265.860.000,(2.492.782.800),652.792.875.375,34.056.420.954,311.560.605.893,227.053.011.209,1.674.837.853.1501.161.104.595.823,79.101.184.212,7.906.811.867.9931.161.104.595.823,,4900636840000.0,29265860000.0,-2492782800.0,652792875375.0,34056420954.0,311560605893.0,227053011209.0,1.674837853150116e+25,79101184212.0,7.906811867993116e+25,
"Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát",100.000.000.000-- ----,-,-,-,-,-,-,-,-,100.000.000.000(489.845.250.000)366.225.000-,(489.845.250.000)366.225.000(74.000.000)543.064.000(14.896.631.308)-,,,,,,,,,,,
"Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát > Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát",-,(74.000.000)290.896.034,-252.167.966,-,-,-,-,-,-,100.000.000.000(489.845.250.000)366.225.000-,,,,-252167966.0,,,,,,,,
"Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát > Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát",-,-,-,(14.896.631.308),-,-,-,-,-,100.000.000.000(489.845.250.000)366.225.000-,,,,,-14896631308.0,,,,,,,
"Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát > Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát",-,-,-,-,-,43.851.792.903,-,(43.851.792.903),-,-,,,,,,,43851792903.0,,-43851792903.0,,,
"Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát > Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát",-,-,-,-,-,-,43.851.792.903,(43.851.792.903),-,-,,,,,,,,43851792903.0,-43851792903.0,,,
"Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát > Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát",-,-,-,-,-,-,-,(61.392.510.064),-,(61.392.510.064),,,,,,,,,-61392510064.0,,-61392510064.0,
"Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát > Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát",-,-,-,-,(876.907.741),-,-,-,-,(876.907.741),,,,,,-876907741.0,,,,,-876907741.0,
"Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát > Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát",-,-,-,-,-,-,-,14.509.242.199,-,14.509.242.199,,,,,,,,,14509242199.0,,14509242199.0,
"Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát > Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát","Cổ tức 2016 bằngtiền mặt (10%)Tăng khácChi phí phát sinhliên quan đến đorttăng vốn năm 2016và phí thực hiệnquyềnBản cổ phiếu quỹDánh giả lại tài sảntài chính AFSTrich quỹ dự trữđiều lệTrích quỹ dự phòngtài chính và rủi ronghiếp vụTrích quỹ từ thiện,quỹ phúc lợi và khenthường theo NghịQuyết ĐHĐCDChênh lệch tỷ giáchuyển đổi báo cáotài chính công ty conChênh lệch phátsinh do công ty liênkết thay đổi tỷ lệ đàutư vào công ty conLợi ích cổ đôngkhông kiểm soát",-,-,-,-,-,-,-,748.389.990,(748.389.990),-,,,,,,,,,748389990.0,-748389990.0,,
