row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Tạm ứng,Tạm ứng,Tạm ứng,9.001.649.610,9.231.952.863,9001649610.0,9231952863.0
"Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ","Vật tư văn phòng, công cụ dụng cụ",53.710.015,-,53710015.0,
Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,10.575.869.709,7.665.228.021,10575869709.0,7665228021.0
"- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng","- Chi phí trả trước mua công cụ, vật liệu văn phòng",1.506.651.233,1.694.143.977,1506651233.0,1694143977.0
- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,- Chi phí trả trước dịch vụ,9.069.218.476,5.971.084.044,9069218476.0,5971084044.0
"Cảm cố, ký cược, ký quỹ ngắn hạn","Cảm cố, ký cược, ký quỹ ngắn hạn","Cảm cố, ký cược, ký quỹ ngắn hạn",931.717.910,893.430.260,931717910.0,893430260.0
Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,114.974.709.156,80.713.062.323,114974709156.0,80713062323.0
- Giá trị đầu tư nhận hoàn vốn theo tiến độ (1),- Giá trị đầu tư nhận hoàn vốn theo tiến độ (1),- Giá trị đầu tư nhận hoàn vốn theo tiến độ (1),111.806.519.156,80.305.580.600,111806519156.0,80305580600.0
- Tiền gửi kí quỹ phải sinh của CTCK,- Tiền gửi kí quỹ phải sinh của CTCK,- Tiền gửi kí quỹ phải sinh của CTCK,2.446.190.000,-,2446190000.0,
- Khác,- Khác,- Khác,722.000.000,407.481.723,722000000.0,407481723.0
Tổng cộng,Tổng cộng,Tổng cộng,135.537.656.400,98.503.673.467,135537656400.0,98503673467.0
