row_label_raw,row_label_full,col_0,Khối lượnggiao dịch thực hiệntrong năm(đơn vị),Giá trịgiao dịch thực hiệntrong năm(VND),numeric__Khối lượnggiao dịch thực hiệntrong năm(đơn vị),numeric__Giá trịgiao dịch thực hiệntrong năm(VND)
a. Của Công ty- Cổ phiếu- Trái phiếu- Chứng khoán khác,a. Của Công ty- Cổ phiếu- Trái phiếu- Chứng khoán khác,a. Của Công ty- Cổ phiếu- Trái phiếu- Chứng khoán khác,215.533.30813.813.308201.720.000-,22.123.739.326.800366.150.376.80021.757.588.950.000-,,
b. Của nhà đầu tư- Cổ phiếu- Trái phiếu- Chứng khoán khác,a. Của Công ty- Cổ phiếu- Trái phiếu- Chứng khoán khác > b. Của nhà đầu tư- Cổ phiếu- Trái phiếu- Chứng khoán khác,b. Của nhà đầu tư- Cổ phiếu- Trái phiếu- Chứng khoán khác,15.309.867.24715.281.614.41724.660.0003.592.830,383.814.729.731.563381.138.505.026.0632.630.426.250.00045.798.455.500,1.5309867247152817e+36,3.8381472973156336e+53
Tổng cộng,a. Của Công ty- Cổ phiếu- Trái phiếu- Chứng khoán khác > Tổng cộng,Tổng cộng,15.525.400.555,405.938.469.058.363,15525400555.0,405938469058363.0
