row_label_raw,row_label_full,STT,Chỉ tiêu,Số dư đầu năm VND,Số phải nộp trong năm VND,Số đã nộp trong năm VND,Số dư cuối năm VND,numeric__Chỉ tiêu,numeric__Số dư đầu năm VND,numeric__Số phải nộp trong năm VND,numeric__Số đã nộp trong năm VND,numeric__Số dư cuối năm VND
I,I,I,Thuế,73.816.803.238,488.862.548.373,431.016.601.355,131.662.750.256,,73816803238.0,488862548373.0,431016601355.0,131662750256.0
1,1,1,Thuế giá trị gia tăng hàng bán nội địa,5.482.965.448,11.972.006.385,8.768.538.940,8.686.432.893,,5482965448.0,11972006385.0,8768538940.0,8686432893.0
2,2,2,Thuế thu nhập doanh nghiệp(Thuyết minh số 39.1),51.481.407.842,227.147.912.674,194.330.165.299,84.299.155.217,,51481407842.0,227147912674.0,194330165299.0,84299155217.0
3,3,3,Các loại thuế khác,16.852.429.948,249.742.629.314,227.917.897.116,38.677.162.146,,16852429948.0,249742629314.0,227917897116.0,38677162146.0
3,3,3,Thuế thu nhập cá nhân,4.453.852.735,51.324.108.517,44.276.969.720,11.500.991.532,,4453852735.0,51324108517.0,44276969720.0,11500991532.0
3,3,3,Thuế thu nhập cá nhân nộp hộ nhà đầu tư,9.826.322.357,169.498.375.243,156.517.705.608,22.806.991.992,,9826322357.0,169498375243.0,156517705608.0,22806991992.0
3,3,3,Thuế môn bài,-,15.000.000,15.000.000,-,,,15000000.0,15000000.0,
3,3,3,Thuế khác,2.572.254.856,28.905.145.554,27.108.221.788,4.369.178.622,,2572254856.0,28905145554.0,27108221788.0,4369178622.0
II,II,II,Các khoản phải nộp khác,-,105.892.182,105.892.182,-,,,105892182.0,105892182.0,
II,II,II,Tổng cộng,73.816.803.238,488.968.440.555,431.122.493.537,131.662.750.256,,73816803238.0,488968440555.0,431122493537.0,131662750256.0
