row_label_raw,row_label_full,STT,Danh mục các loại tài sản tài chính,Giá trị mua theo số kế toán VND,Giá trị ghi số VND,Số dư chênh lệch đánh giá lại cuối năm VND,Số dư chênh lệch đánh giá lại đầu năm (trình bày lại) VND,Chênh lệch thuần điều chỉnh số kế toán trong năm VND,Chênh lệch tăng VND,Chênh lệch giảm VND,numeric__Danh mục các loại tài sản tài chính,numeric__Giá trị mua theo số kế toán VND,numeric__Giá trị ghi số VND,numeric__Số dư chênh lệch đánh giá lại cuối năm VND,numeric__Số dư chênh lệch đánh giá lại đầu năm (trình bày lại) VND,numeric__Chênh lệch thuần điều chỉnh số kế toán trong năm VND,numeric__Chênh lệch tăng VND,numeric__Chênh lệch giảm VND
II,II,II,Loại AFS,735.818.245.259,1.534.863.599.300,799.045.354.041,652.792.875.369,146.252.478.672,607.628.548.568,(461.376.069.896),,735818245259.0,1534863599300.0,799045354041.0,652792875369.0,146252478672.0,607628548568.0,-461376069896.0
1,1,1,Cổ phiếu niêm yết,573.611.017.959,1.355.733.972.000,782.122.954.041,635.692.875.369,146.430.078.672,535.538.548.568,(389.108.469.896),,573611017959.0,1355733972000.0,782122954041.0,635692875369.0,146430078672.0,535538548568.0,-389108469896.0
1,1,1,VSC,44.725.223.998,50.970.695.000,6.245.471.002,28.488.418.205,(22.242.947.203),21.813.718.199,(44.056.665.402),,44725223998.0,50970695000.0,6245471002.0,28488418205.0,-22242947203.0,21813718199.0,-44056665402.0
1,1,1,TMS,107.326.574.160,211.426.560.000,104.099.985.840,133.245.732.338,(29.145.746.498),81.347.232.178,(110.492.978.676),,107326574160.0,211426560000.0,104099985840.0,133245732338.0,-29145746498.0,81347232178.0,-110492978676.0
1,1,1,OPC,113.376.260.629,233.773.800.000,120.397.539.371,38.246.300.493,82.151.238.878,82.162.912.000,(11.673.122),,113376260629.0,233773800000.0,120397539371.0,38246300493.0,82151238878.0,82162912000.0,-11673122.0
1,1,1,CTD,21.309.357.211,31.435.255.500,10.125.898.289,20.291.539.939,(10.165.641.650),26.375.182.289,(36.540.823.939),,21309357211.0,31435255500.0,10125898289.0,20291539939.0,-10165641650.0,26375182289.0,-36540823939.0
1,1,1,DHC,48.060.985.032,102.335.269.400,54.274.284.368,22.265.945.650,32.008.338.718,40.691.508.800,(8.683.170.082),,48060985032.0,102335269400.0,54274284368.0,22265945650.0,32008338718.0,40691508800.0,-8683170082.0
1,1,1,HAH,26.089.630.020,19.228.100.000,(6.861.530.020),(1.221.396.066),(5.640.133.954),320.536.196,(5.960.670.050),,26089630020.0,19228100000.0,-6861530020.0,-1221396066.0,-5640133954.0,320536196.0,-5960670050.0
1,1,1,SGN,188.296.511.801,673.461.151.200,485.164.639.399,358.612.684.154,126.551.955.245,273.837.484.460,(147.285.529.215),,188296511801.0,673461151200.0,485164639399.0,358612684154.0,126551955245.0,273837484460.0,-147285529215.0
1,1,1,Cổ phiếu niêm yết khác,24.426.475.108,33.103.140.900,8.676.665.792,35.763.650.656,(27.086.984.864),8.989.974.446,(36.076.959.410),,24426475108.0,33103140900.0,8676665792.0,35763650656.0,-27086984864.0,8989974446.0,-36076959410.0
2,2,2,Cổ phiếu chưa niêm yết,162.207.227.300,179.129.627.300,16.922.400.000,17.100.000.000,(177.600.000),72.090.000.000,(72.267.600.000),,162207227300.0,179129627300.0,16922400000.0,17100000000.0,-177600000.0,72090000000.0,-72267600000.0
2,2,2,TCT Máy động lực và máy nông nghiệp Việt Nam,37.725.600.000,54.648.000.000,16.922.400.000,17.100.000.000,(177.600.000),72.090.000.000,(72.267.600.000),,37725600000.0,54648000000.0,16922400000.0,17100000000.0,-177600000.0,72090000000.0,-72267600000.0
2,2,2,Cổ phiếu chưa niêm yết khác,124.481.627.300,124.481.627.300,,,,,,,124481627300.0,124481627300.0,,,,,
2,2,2,Tổng cộng,2.159.156.804.035,2.966.006.695.400,806.849.891.365,625.076.898.909,181.772.992.456,971.149.240.372,(789.376.247.916),,2159156804035.0,2966006695400.0,806849891365.0,625076898909.0,181772992456.0,971149240372.0,-789376247916.0
