row_label_raw,row_label_full,col_0,Năm nay VND,Năm trước (trình bày lại) VND,numeric__Năm nay VND,numeric__Năm trước (trình bày lại) VND
Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán,1.405.021.409.033(373.135.522.238),1.144.062.998.942(118.764.771.219),,
Các khoản điều chỉnh tăng,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,554.626.869.263,548.177.521.454,554626869263.0,548177521454.0
- Dự phòng giảm giá chứng khoán không niêm yết cuối năm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Dự phòng giảm giá chứng khoán không niêm yết cuối năm,- Dự phòng giảm giá chứng khoán không niêm yết cuối năm,19.850.000.000,37.839.537.400,19850000000.0,37839537400.0
- Dự phòng giá trị đầu tư nhận hoàn vốn cuối năm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Dự phòng giá trị đầu tư nhận hoàn vốn cuối năm,- Dự phòng giá trị đầu tư nhận hoàn vốn cuối năm,153.208.011.211,198.657.082.945,153208011211.0,198657082945.0
- Dự phòng chứng khoán trong năm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Dự phòng chứng khoán trong năm,- Dự phòng chứng khoán trong năm,314.255.226,35.488.053.203,314255226.0,35488053203.0
- Chênh lệch giảm đánh giá lại TSTC FVTPL,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Chênh lệch giảm đánh giá lại TSTC FVTPL,- Chênh lệch giảm đánh giá lại TSTC FVTPL,328.000.178.020,235.235.780.472,328000178020.0,235235780472.0
- Dự phòng các khoản cho vay cuối năm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Dự phòng các khoản cho vay cuối năm,- Dự phòng các khoản cho vay cuối năm,32.070.269.995,40.051.234.311,32070269995.0,40051234311.0
- Chênh lệch tạm thời chịu thuế chuyển sang năm sau,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Chênh lệch tạm thời chịu thuế chuyển sang năm sau,- Chênh lệch tạm thời chịu thuế chuyển sang năm sau,20.443.468.238,-,20443468238.0,
- Chi phí không được khấu trừ,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > - Chi phí không được khấu trừ,- Chi phí không được khấu trừ,740.686.573,905.833.123,740686573.0,905833123.0
Các khoản điều chỉnh giảm,Lợi nhuận thuần trước thuế Tổng các khoản điều chỉnh lợi nhuận theo kế toán > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(927.762.391.501),(666.942.292.673),-927762391501.0,-666942292673.0
