row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
,,,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,,,,
005,005,005,Ngoại tệ các loạiUSDEURGBP,29.1,"5.163.658,2184.352,3638.197,09","5.028.241,2957.765,13-",,291.0,,
006,006,006,Cổ phiếu đang lưu hành (số lượng),28.4,499.849.370,489.825.250,,284.0,499849370.0,489825250.0
007,007,007,Cổ phiếu quỹ (số lượng),28.4,214.314,238.434,,284.0,214314.0,238434.0
008,008,008,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),29.2,892.517.220.000,959.988.530.000,,292.0,892517220000.0,959988530000.0
009,009,009,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của CTCK (VND),29.3,10.485.780.000,10.552.040.000,,293.0,10485780000.0,10552040000.0
010,010,010,Tài sản tài chính chờ về của CTCK (VND),29.4,5.520.000,4.660.000,,294.0,5520000.0,4660000.0
012,012,012,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),29.5,380.192.020.000,461.520.310.000,,295.0,380192020000.0,461520310000.0
013,013,013,Tài sản tài chính được hưởng quyền của CTCK (VND),,660.000,2.430.000,,,660000.0,2430000.0
,,,B. TÀI SẢN VÀ CÁC KHOÀN PHẢI TRẢ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG,,,,,,,
021,021,021,Tài sản tài chính niêm yết/đăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư (VND),29.6,33.276.995.380.000,26.872.935.050.000,,296.0,33276995380000.0,26872935050000.0
021.1,021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,27.586.903.680.000,22.283.452.350.000,,,27586903680000.0,22283452350000.0
021.2,021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,572.565.500.000,682.966.010.000,,,572565500000.0,682966010000.0
021.3,021.3,021.3,Tài sản tài chính giao dịch cầm cố,,4.435.948.560.000,3.600.644.250.000,,,4435948560000.0,3600644250000.0
021.4,021.4,021.4,"Tài sản tài chính phong tỏa, tạm giữ",,30.525.850.000,15.664.600.000,,,30525850000.0,15664600000.0
021.5,021.5,021.5,Tài sản tài chính chờ thanh toán,,651.051.790.000,290.207.840.000,,,651051790000.0,290207840000.0
