row_label_raw,row_label_full,Thuế giá trị gia tăng,Số cuối nămVND > 8.686.432.893,Số đầu nămVND > 5.482.965.448,numeric__Số cuối nămVND > 8.686.432.893,numeric__Số đầu nămVND > 5.482.965.448
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,84.299.155.217,51.481.407.842,84299155217.0,51481407842.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,34.307.983.524,14.280.175.092,34307983524.0,14280175092.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,4.369.178.622,2.572.254.856,4369178622.0,2572254856.0
Tổng cộng,Tổng cộng,Tổng cộng,131.662.750.256,73.816.803.238,131662750256.0,73816803238.0
