row_label_raw,row_label_full,Các khoản đầu tư nằm giữ đến ngày đáo hạn > - Tiền gửi có kỳ hạn trên 1 năm (1),Tỷ lệ biểu quyết của Công ty,Tỷ lệ sở hữu của Công ty,Số cuối năm VND > 130.424.472.600 > 80.407.742.840,Số đầu năm VND > 41.007.379.429,numeric__Tỷ lệ biểu quyết của Công ty,numeric__Tỷ lệ sở hữu của Công ty,numeric__Số cuối năm VND > 130.424.472.600 > 80.407.742.840,numeric__Số đầu năm VND > 41.007.379.429
- Trái phiếu CTCP Đường Mặt Trời,- Trái phiếu CTCP Đường Mặt Trời,- Trái phiếu CTCP Đường Mặt Trời,,,50.016.729.760,-,,,50016729760.0,
"Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)","Đầu tư vào công ty liên doanh, liên kết (2)",,,812.945.220.865,709.336.586.920,,,812945220865.0,709336586920.0
- Công ty Cổ phần tập đoàn PAN (PAN),- Công ty Cổ phần tập đoàn PAN (PAN),- Công ty Cổ phần tập đoàn PAN (PAN),"20,10%","20,02%",559.300.480.680,478.275.257.353,0.201,0.2002,559300480680.0,478275257353.0
- Công ty Cổ phần Căng Đồng Nai (PDN),- Công ty Cổ phần Căng Đồng Nai (PDN),- Công ty Cổ phần Căng Đồng Nai (PDN),"20,01%","20,00%",83.455.067.730,74.703.544.923,0.20010000000000003,0.2,83455067730.0,74703544923.0
- Công ty Cổ phần Khử Trùng Việt Nam (VFG),- Công ty Cổ phần Khử Trùng Việt Nam (VFG),- Công ty Cổ phần Khử Trùng Việt Nam (VFG),"20,01%","20,00%",170.189.672.455,156.357.784.644,0.20010000000000003,0.2,170189672455.0,156357784644.0
Tổng cộng,Tổng cộng,Tổng cộng,,,943.369.693.465,750.343.966.349,,,943369693465.0,750343966349.0
