row_label_raw,row_label_full,CHỈ TIÊU,Diễn giải,Năm 2016(số liệu đã trìnhbảy trước đây),Trình bày lại,Năm 2016(trình bày lại),numeric__Diễn giải,numeric__Năm 2016(số liệu đã trìnhbảy trước đây),numeric__Trình bày lại,numeric__Năm 2016(trình bày lại)
1. Lợi nhuận trước thuế TNDN,1. Lợi nhuận trước thuế TNDN,1. Lợi nhuận trước thuế TNDN,[3],1.056.825.860.115,87.237.138.827,1.144.062.998.942,,1056825860115.0,87237138827.0,1144062998942.0
3. Tăng các chi phí phi tiền tệLỗ đánh giá lại giá trị các tài sản tài chính FVTPL,3. Tăng các chi phí phi tiền tệLỗ đánh giá lại giá trị các tài sản tài chính FVTPL,3. Tăng các chi phí phi tiền tệLỗ đánh giá lại giá trị các tài sản tài chính FVTPL,[3][3],146.966.090.531117.301.550.432,117.934.230.040117.934.230.040,264.900.320.571235.235.780.472,,1.469660905311173e+23,1.1793423004011794e+23,2.6490032057123524e+23
4. Giảm các doanh thu phi tiền tệLãi đánh giá lại giá trị các tài sản tài chính FVTPLLãi về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,4. Giảm các doanh thu phi tiền tệLãi đánh giá lại giá trị các tài sản tài chính FVTPLLãi về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,4. Giảm các doanh thu phi tiền tệLãi đánh giá lại giá trị các tài sản tài chính FVTPLLãi về ghi nhận chênh lệch đánh giá theo giá trị hợp lý tài sản tài chính AFS khi phân loại lại,[3][3][3],(152.456.070.613)(152.456.070.613)-,(472.379.411.768)(205.171.368.867)(267.208.042.901),(624.835.482.381)(357.627.439.480)(267.208.042.901),,,,
6. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng tài sản tài chính FVTPL,6. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng tài sản tài chính FVTPL,6. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngTăng tài sản tài chính FVTPL,[3][3],503.350.600.119(303.374.137.930),(267.208.042.901)267.208.042.901,236.142.557.218(36.166.095.029),,,,
