row_label_raw,row_label_full,col_0,USD được quy đổi,EUR được quy đổi,Các ngoại tệ khác được quy đổi,Tổng,numeric__USD được quy đổi,numeric__EUR được quy đổi,numeric__Các ngoại tệ khác được quy đổi,numeric__Tổng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",180.649,62.917,9.708,253.274,180649.0,62917.0,9708.0,253274.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,331.630,-,-,331.630,331630.0,,,331630.0
Tiền gửi tại và cho vay các TCTD khác (*),Tài sản > Tiền gửi tại và cho vay các TCTD khác (*),Tiền gửi tại và cho vay các TCTD khác (*),321.113,131.649,47.153,499.915,321113.0,131649.0,47153.0,499915.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,4.979.537,35.700,39.000,5.054.237,4979537.0,35700.0,39000.0,5054237.0
Cho vay khách hàng (*),Tài sản > Cho vay khách hàng (*),Cho vay khách hàng (*),9.439.370,196.205,-,9.635.575,9439370.0,196205.0,,9635575.0
"Góp vốn, đầu tư dài hạn (*)","Tài sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",591,-,-,591,591.0,,,591.0
Các tài sản Có khác (*),Tài sản > Các tài sản Có khác (*),Các tài sản Có khác (*),361.006,274,34,361.314,361006.0,274.0,34.0,361314.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,15.613.896,426.745,95.895,16.136.536,15613896.0,426745.0,95895.0,16136536.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,
Tiền gửi của và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi của và vay từ NHNN và các TCTD khác,Tiền gửi của và vay từ NHNN và các TCTD khác,11.238.378,-,-,11.238.378,11238378.0,,,11238378.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,4.507.361,527.476,28.587,5.063.424,4507361.0,527476.0,28587.0,5063424.0
Các khoản nợ khác (*),Nợ phải trả > Các khoản nợ khác (*),Các khoản nợ khác (*),32.393,746,2.921,36.060,32393.0,746.0,2921.0,36060.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,15.778.132,528.222,31.508,16.337.862,15778132.0,528222.0,31508.0,16337862.0
Trạng thái tiền tệ nội bằng,Nợ phải trả > Trạng thái tiền tệ nội bằng,Trạng thái tiền tệ nội bằng,(164.237),(101.477),64.387,(201.327),-164237.0,-101477.0,64387.0,-201327.0
Trạng thái tiền tệ ngoại bằng,Nợ phải trả > Trạng thái tiền tệ ngoại bằng,Trạng thái tiền tệ ngoại bằng,700.088,104.056,(58.840),745.304,700088.0,104056.0,-58840.0,745304.0
"Trạng thái tiền tệ nội, ngoại bằng","Nợ phải trả > Trạng thái tiền tệ nội, ngoại bằng","Trạng thái tiền tệ nội, ngoại bằng",535.851,2.579,5.547,543.977,535851.0,2579.0,5547.0,543977.0
