row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2016Triệu đồng,Năm 2015Triệu đồng,numeric__Thuyết minh,numeric__Năm 2016Triệu đồng,numeric__Năm 2015Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định,Mua sắm tài sản cố định,,(113.828),(71.106),,-113828.0,-71106.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,285.152,809,,285152.0,809.0
"Tiền chi từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi từ thanh lý, nhượng bán TSCĐ","Tiền chi từ thanh lý, nhượng bán TSCĐ",,-,(89),,,-89.0
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,25.393,47.647,,25393.0,47647.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,27.557,8.036,,27557.0,8036.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động đầu tư,,224.274,(14.703),,224274.0,-14703.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tăng vốn cổ phần từ góp vốn và/ hoặc phát hành cổ phiếu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tăng vốn cổ phần từ góp vốn và/ hoặc phát hành cổ phiếu,Tăng vốn cổ phần từ góp vốn và/ hoặc phát hành cổ phiếu,,799.425,595.000,,799425.0,595000.0
"Cổ tức trả cho cổ đông, lợi nhuận đã chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Cổ tức trả cho cổ đông, lợi nhuận đã chia","Cổ tức trả cho cổ đông, lợi nhuận đã chia",,(1.211.249),(977.499),,-1211249.0,-977499.0
Tiền thu được do bán cổ phiếu quỹ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu được do bán cổ phiếu quỹ,Tiền thu được do bán cổ phiếu quỹ,,(7),(5),,-7.0,-5.0
Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động tài chính,,(411.831),(382.504),,-411831.0,-382504.0
Lưu chuyển tiền thuần từ/(sử dụng) trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ/(sử dụng) trong năm,Lưu chuyển tiền thuần từ/(sử dụng) trong năm,,5.027.836,3.043.038,,5027836.0,3043038.0
Tiền và các khoản tương đương tiền tại thời điểm đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền tại thời điểm đầu năm,Tiền và các khoản tương đương tiền tại thời điểm đầu năm,,8.327.637,5.284.599,,8327637.0,5284599.0
Tiền và các khoản tương đương tiền tại thời điểm cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền tại thời điểm cuối năm,Tiền và các khoản tương đương tiền tại thời điểm cuối năm,28,13.355.473,8.327.637,28.0,13355473.0,8327637.0
