row_label_raw,row_label_full,Tên các bên liên quan,Quan hệ với VIB,Nội dung giao dịch,Số tiền,numeric__Quan hệ với VIB,numeric__Nội dung giao dịch,numeric__Số tiền
VIBAMC,VIBAMC,VIBAMC,Công ty con,Tiền gửi thanh toán,8,,,8.0
VIBAMC,VIBAMC,VIBAMC,Công ty con,Tiền gửi có kỳ hạn,339.900,,,339900.0
VIBAMC,VIBAMC,VIBAMC,Công ty con,Tiền đặt cọc thuê nhà,9.909,,,9909.0
VIBAMC,VIBAMC,VIBAMC,Công ty con,Phải thu vốn ủy thác,175.823,,,175823.0
VIBAMC,VIBAMC,VIBAMC,Công ty con,Phải thu liên quan đến mua bán nợ,40.000,,,40000.0
VIBAMC,VIBAMC,VIBAMC,Công ty con,"Tạm thu hộ ngân hàng (tiền thuê văn phòng, mua bán tài sản)",48.154,,,48154.0
VIBAMC,VIBAMC,VIBAMC,Công ty con,Phải thu liên quan tới cho thuê văn phòng,2.367,,,2367.0
VIBAMC,VIBAMC,VIBAMC,Công ty con,Phải thu lương nhân viên,12.628,,,12628.0
VIBAMC,VIBAMC,VIBAMC,Công ty con,Phải thu tiền bán trái phiếu,409.096,,,409096.0
VIBAMC,VIBAMC,VIBAMC,Công ty con,Lãi phải trả hợp đồng tiền gửi,1.126,,,1126.0
