row_label_raw,row_label_full,col_0,Dự phòng giả giá đầu tư dài hạn Triệu đồng,Tổng Triệu đồng,numeric__Dự phòng giả giá đầu tư dài hạn Triệu đồng,numeric__Tổng Triệu đồng
Số dư tại ngày 01 tháng 01 năm 2015,Số dư tại ngày 01 tháng 01 năm 2015,Số dư tại ngày 01 tháng 01 năm 2015,75.615,75.615,75615.0,75615.0
Số dự phòng trích lập trong năm,Số dự phòng trích lập trong năm,Số dự phòng trích lập trong năm,-,-,,
Số dự phòng hoàn nhập trong năm,Số dự phòng hoàn nhập trong năm,Số dự phòng hoàn nhập trong năm,-,-,,
Số dư tại ngày 31 tháng 12 năm 2015,Số dự phòng hoàn nhập trong năm > Số dư tại ngày 31 tháng 12 năm 2015,Số dư tại ngày 31 tháng 12 năm 2015,75.615,75.615,75615.0,75615.0
