row_label_raw,row_label_full,col_0,31/12/2016triệu đồng,31/12/2015triệu đồng,numeric__31/12/2016triệu đồng,numeric__31/12/2015triệu đồng
"Các khoản lãi, phí phải trả (i)","Các khoản lãi, phí phải trả (i)","Các khoản lãi, phí phải trả (i)",622.694,492.056,622694.0,492056.0
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,241.547,186.968,241547.0,186968.0
Các khoản phải trả cán bộ nhân viên,Các khoản phải trả cán bộ nhân viên,Các khoản phải trả cán bộ nhân viên,166.183,119.894,166183.0,119894.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",31.752,19.587,31752.0,19587.0
Phải trả nội bộ khác,Phải trả nội bộ khác,Phải trả nội bộ khác,43.612,47.487,43612.0,47487.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,277.786,278.153,277786.0,278153.0
Thuế và các khoản phải nộp nhà nước(Thuyết minh số 19),Thuế và các khoản phải nộp nhà nước(Thuyết minh số 19),Thuế và các khoản phải nộp nhà nước(Thuyết minh số 19),63.018,73.263,63018.0,73263.0
Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,Tiền giữ hộ và đợi thanh toán,3.353,4.712,3353.0,4712.0
Phải trả thanh toán giữa các tổ chức tín dụng,Phải trả thanh toán giữa các tổ chức tín dụng,Phải trả thanh toán giữa các tổ chức tín dụng,57.196,37.382,57196.0,37382.0
Phải trả chuyển tiền chờ thanh toán,Phải trả chuyển tiền chờ thanh toán,Phải trả chuyển tiền chờ thanh toán,54.577,80.288,54577.0,80288.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,95.866,83.113,95866.0,83113.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,3.776,(605),3776.0,-605.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,1.769,179.009,1769.0,179009.0
,,,1.143.796,1.136.186,1143796.0,1136186.0
