row_label_raw,row_label_full,col_0,31/12/2016triệu đồng,31/12/2015triệu đồng,numeric__31/12/2016triệu đồng,numeric__31/12/2015triệu đồng
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,2.758.795,1.225.372,2758795.0,1225372.0
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,56.519,75.266,56519.0,75266.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,2.702.276,1.148.979,2702276.0,1148979.0
- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,- Phải thu từ Ngân sách Nhà nước,25.273,25.560,25273.0,25560.0
- Phải thu từ VAMC,- Phải thu từ VAMC,- Phải thu từ VAMC,39.248,40.000,39248.0,40000.0
- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư (i),- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư (i),- Các khoản phải thu từ bán trái phiếu và hợp đồng hợp tác đầu tư (i),2.180.888,584.096,2180888.0,584096.0
- Phải thu từ dịch vụ thư tín dụng nhập hàng trả chậm (ii),- Phải thu từ dịch vụ thư tín dụng nhập hàng trả chậm (ii),- Phải thu từ dịch vụ thư tín dụng nhập hàng trả chậm (ii),301.828,32.135,301828.0,32135.0
- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,- Các khoản phải thu khác từ bên ngoài,155.039,467.188,155039.0,467188.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,-,1.127,,1127.0
"Các khoản lãi, phí phải thu (iii)","Các khoản lãi, phí phải thu (iii)","Các khoản lãi, phí phải thu (iii)",1.304.946,986.102,1304946.0,986102.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,229.106,187.552,229106.0,187552.0
- Vật liệu,- Vật liệu,- Vật liệu,6.465,9.189,6465.0,9189.0
"- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý","- Tài sản gán nợ đã chuyển quyền sở hữu cho tổ chức tín dụng, đang chờ xử lý",2.206,-,2206.0,
- Chi phí trả trước,- Chi phí trả trước,- Chi phí trả trước,220.435,178.363,220435.0,178363.0
Dự phòng rủi ro cho các tài sản Có nội bảng khác,Dự phòng rủi ro cho các tài sản Có nội bảng khác,Dự phòng rủi ro cho các tài sản Có nội bảng khác,-,-,,
,,,4.292.847,2.399.026,4292847.0,2399026.0
