row_label_raw,row_label_full,col_0,31/12/2016 > %/năm,31/12/2015 > %/năm,numeric__31/12/2016 > %/năm,numeric__31/12/2015 > %/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"3,9% - 5,5%","4,9% - 5,5%",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"1,2% - 2,3%","0,4% - 2,2%",,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"3,9% - 5,5%","4,9% - 5,5%",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"1,2% - 2,3%","0,4% - 2,2%",,
