row_label_raw,row_label_full,col_0,Năm 2016 triệu đồng,Năm 2015 triệu đồng,numeric__Năm 2016 triệu đồng,numeric__Năm 2015 triệu đồng
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,378.717,266.187,378717.0,266187.0
Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,Thu từ dịch vụ thanh toán,172.920,136.679,172920.0,136679.0
Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,Thu từ dịch vụ ngân quỹ,4.088,4.098,4088.0,4098.0
Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,Thu từ dịch vụ tư vấn,21.150,2.658,21150.0,2658.0
Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,Thu từ dịch vụ đại lý nhận ủy thác,2.472,2.974,2472.0,2974.0
Thu phí khác,Thu phí khác,Thu phí khác,178.087,119.778,178087.0,119778.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,(131.615),(108.160),-131615.0,-108160.0
Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,Chi về dịch vụ thanh toán,(84.826),(62.679),-84826.0,-62679.0
Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,Cước phí bưu điện về mạng viễn thông,(17.943),(14.030),-17943.0,-14030.0
Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,Dịch vụ ủy thác và đại lý,-,(1.734),,-1734.0
Dịch vụ tư vấn,Dịch vụ tư vấn,Dịch vụ tư vấn,(805),(147),-805.0,-147.0
Dịch vụ môi giới,Dịch vụ môi giới,Dịch vụ môi giới,(10.464),(14.493),-10464.0,-14493.0
Chi khác,Chi khác,Chi khác,(17.577),(15.077),-17577.0,-15077.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,247.102,158.027,247102.0,158027.0
