row_label_raw,row_label_full,col_0,Giá trị ghi sổ > Ghi nhận giá trị hợp lý thông qua kết quả hoạt động kinh doanh,Giá trị ghi sổ > Giữ đến ngày đáo hạn,Giá trị ghi sổ > Cho vay và phải thu,Giá trị ghi sổ > Sẵn sàng để bán,Giá trị ghi sổ > Tài sản hạch toán theo giá trị phân bổ,Giá trị ghi sổ > Tổng cộng giá trị ghi sổ,Giá trị ghi sổ > Giá trị hợp lý,numeric__Giá trị ghi sổ > Ghi nhận giá trị hợp lý thông qua kết quả hoạt động kinh doanh,numeric__Giá trị ghi sổ > Giữ đến ngày đáo hạn,numeric__Giá trị ghi sổ > Cho vay và phải thu,numeric__Giá trị ghi sổ > Sẵn sàng để bán,numeric__Giá trị ghi sổ > Tài sản hạch toán theo giá trị phân bổ,numeric__Giá trị ghi sổ > Tổng cộng giá trị ghi sổ,numeric__Giá trị ghi sổ > Giá trị hợp lý
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,-,-,-,855.723,855.723,855.723,,,,,855723.0,855723.0,855723.0
Tiền gửi tại NHNN,Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,-,-,4.015.092,4.015.092,(*),,,,,4015092.0,4015092.0,
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,-,-,-,-,9.152.035,9.152.035,(*),,,,,9152035.0,9152035.0,
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,-,-,11.331,11.331,(*),,,,,11331.0,11331.0,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,-,-,59.164.341,-,-,59.164.341,(*),,,59164341.0,,,59164341.0,
Chứng khoán sẵn sàng để bán,Chứng khoán sẵn sàng để bán,Chứng khoán sẵn sàng để bán,-,-,-,24.887.886,-,24.887.886,(*),,,,24887886.0,,24887886.0,
Chứng khoán giữ đến ngày đáo hạn,Chứng khoán giữ đến ngày đáo hạn,Chứng khoán giữ đến ngày đáo hạn,-,2.664.875,-,-,-,2.664.875,(*),,2664875.0,,,,2664875.0,
Tài sản tài chính khác,Tài sản tài chính khác,Tài sản tài chính khác,-,-,4.063.741,-,229.106,4.292.847,(*),,,4063741.0,,229106.0,4292847.0,
,,,-,2.664.875,63.228.082,24.887.886,14.263.287,105.044.130,(*),,2664875.0,63228082.0,24887886.0,14263287.0,105044130.0,
