row_label_raw,row_label_full,col_0,31/12/2016triệu đồng,%,31/12/2015triệu đồng,%_1,numeric__31/12/2016triệu đồng,numeric__%,numeric__31/12/2015triệu đồng,numeric__%_1
"Cho vay các tổ chức kinh tế, cá nhân trong nước","Cho vay các tổ chức kinh tế, cá nhân trong nước","Cho vay các tổ chức kinh tế, cá nhân trong nước",59.268.571,"98,49",47.379.121,"99,17",59268571.0,98.49,47379121.0,99.17
Cho vay chiết khấu thương phiếu và các giấy tờ có giá,Cho vay chiết khấu thương phiếu và các giấy tờ có giá,Cho vay chiết khấu thương phiếu và các giấy tờ có giá,641.565,"1,07",110.180,"0,23",641565.0,1.07,110180.0,0.23
Nợ cho vay được khoanh chờ xử lý,Nợ cho vay được khoanh chờ xử lý,Nợ cho vay được khoanh chờ xử lý,98.886,"0,16",98.886,"0,21",98886.0,0.16,98886.0,0.21
Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,15.990,"0,03",-,-,15990.0,0.03,,
Nợ chờ xử lý,Nợ chờ xử lý,Nợ chờ xử lý,56.652,"0,09",34.955,"0,07",56652.0,0.09,34955.0,0.07
"Cho vay bằng vốn tài trợ, ủy thác đầu tư","Cho vay bằng vốn tài trợ, ủy thác đầu tư","Cho vay bằng vốn tài trợ, ủy thác đầu tư",97.919,"0,16",153.889,"0,32",97919.0,0.16,153889.0,0.32
,,,60.179.583,"100,00",47.777.031,"100,00",60179583.0,100.0,47777031.0,100.0
