row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,891.556.548.023,2.316.010.378.290,891556548023.0,2316010378290.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu chuyển nhượng bất động sản,Trong đó: > Doanh thu chuyển nhượng bất động sản,Doanh thu chuyển nhượng bất động sản,275.390.912.552,1.786.597.535.717,275390912552.0,1786597535717.0
Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Trong đó: > Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,Doanh thu cho thuê bất động sản đầu tư và cung cấp các dịch vụ liên quan,313.152.171.516,279.862.583.864,313152171516.0,279862583864.0
Doanh thu cung cấp dịch vụ quản lý,Trong đó: > Doanh thu cung cấp dịch vụ quản lý,Doanh thu cung cấp dịch vụ quản lý,261.688.926.247,209.684.364.764,261688926247.0,209684364764.0
Doanh thu cung cấp dịch dịch vụ khác,Trong đó: > Doanh thu cung cấp dịch dịch vụ khác,Doanh thu cung cấp dịch dịch vụ khác,41.324.537.708,39.865.893.945,41324537708.0,39865893945.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,-,,
Doanh thu thuần,Các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,891.556.548.023,2.316.010.378.290,891556548023.0,2316010378290.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với các bên khác,Trong đó: > Doanh thu đối với các bên khác,Doanh thu đối với các bên khác,482.376.440.452,1.966.059.535.118,482376440452.0,1966059535118.0
Doanh thu đối với các bên liên quan,Trong đó: > Doanh thu đối với các bên liên quan,Doanh thu đối với các bên liên quan,409.180.107.571,349.950.843.172,409180107571.0,349950843172.0
