row_label_raw,row_label_full,Cổ tức trên cổ phiếu phổ thông,521.543.913.848,-,numeric__521.543.913.848,numeric__-
Cổ tức cho năm 2017: 344 VND/cổ phiếu (2016: 0 VND/cổ phiếu),Cổ tức cho năm 2017: 344 VND/cổ phiếu (2016: 0 VND/cổ phiếu),Cổ tức cho năm 2017: 344 VND/cổ phiếu (2016: 0 VND/cổ phiếu),521.543.913.848,-,521543913848.0,
Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,Cổ tức trên cổ phiếu ưu đãi,740.010.147.796,1.079.197.079.133,740010147796.0,1079197079133.0
