row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính:VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính:VND > Số đầu năm
Phải trả cho người bán,Phải trả cho người bán,Phải trả cho người bán,38.905.608.634,25.307.030.214,38905608634.0,25307030214.0
Phải trả cho các bên liên quan(Thuyết minh số 30),Phải trả cho các bên liên quan(Thuyết minh số 30),Phải trả cho các bên liên quan(Thuyết minh số 30),140.875.697.093,145.431.691.230,140875697093.0,145431691230.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,179.781.305.727,170.738.721.444,179781305727.0,170738721444.0
Chi tiết các khoản phải trả ngắn hạn người bánchiếm trên 10% tổng phải trả,Chi tiết các khoản phải trả ngắn hạn người bánchiếm trên 10% tổng phải trả,Chi tiết các khoản phải trả ngắn hạn người bánchiếm trên 10% tổng phải trả,Chi tiết các khoản phải trả ngắn hạn người bánchiếm trên 10% tổng phải trả,Chi tiết các khoản phải trả ngắn hạn người bánchiếm trên 10% tổng phải trả,,
"Phải trả cho Công ty TNHH Tư vấn và Xây dựng Vincom (""Công ty Xây dựng Vincom"")","Chi tiết các khoản phải trả ngắn hạn người bánchiếm trên 10% tổng phải trả > Phải trả cho Công ty TNHH Tư vấn và Xây dựng Vincom (""Công ty Xây dựng Vincom"")","Phải trả cho Công ty TNHH Tư vấn và Xây dựng Vincom (""Công ty Xây dựng Vincom"")",59.225.009.128,124.563.297.096,59225009128.0,124563297096.0
Phải trả cho Tập đoàn Vingroup – Công ty CP,Chi tiết các khoản phải trả ngắn hạn người bánchiếm trên 10% tổng phải trả > Phải trả cho Tập đoàn Vingroup – Công ty CP,Phải trả cho Tập đoàn Vingroup – Công ty CP,57.523.501.967,16.980.968.689,57523501967.0,16980968689.0
