row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
"Chi phí tư vấn, hoa hồng môi giới và giao dịch qua sản","Chi phí bán hàng > Chi phí tư vấn, hoa hồng môi giới và giao dịch qua sản","Chi phí tư vấn, hoa hồng môi giới và giao dịch qua sản",25.275.454.221,134.635.474.886,25275454221.0,134635474886.0
Phí quản lý thương hiệu,Chi phí bán hàng > Phí quản lý thương hiệu,Phí quản lý thương hiệu,2.849.307.761,17.394.989.335,2849307761.0,17394989335.0
Chi phí bán hàng khác,Chi phí bán hàng > Chi phí bán hàng khác,Chi phí bán hàng khác,7.648.942.128,9.498.841.971,7648942128.0,9498841971.0
,,,35.773.704.110,161.529.306.192,35773704110.0,161529306192.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí dự phòng và tổn thất nợ phải thu khó đòi,Chi phí quản lý doanh nghiệp > Chi phí dự phòng và tổn thất nợ phải thu khó đòi,Chi phí dự phòng và tổn thất nợ phải thu khó đòi,4.983.015.319,22.000.000.000,4983015319.0,22000000000.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,9.697.141.706,20.288.252.265,9697141706.0,20288252265.0
,,,14.680.157.025,42.288.252.265,14680157025.0,42288252265.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,50.453.861.135,203.817.558.457,50453861135.0,203817558457.0
