row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng,Số cuối năm > Giá trị VND,Số đầu năm > Số lượng,Số đầu năm > Giá trị VND,numeric__Số cuối năm > Số lượng,numeric__Số cuối năm > Giá trị VND,numeric__Số đầu năm > Số lượng,numeric__Số đầu năm > Giá trị VND
Cổ phiếu đăng ký và đã phát hành,Cổ phiếu đăng ký và đã phát hành,Cổ phiếu đăng ký và đã phát hành,Cổ phiếu đăng ký và đã phát hành,Cổ phiếu đăng ký và đã phát hành,Cổ phiếu đăng ký và đã phát hành,Cổ phiếu đăng ký và đã phát hành,,,,
Cổ phiếu phổ thông,Cổ phiếu đăng ký và đã phát hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,1.901.078.733,19.010.787.330.000,1.516.639.940,15.166.399.400.000,1901078733.0,19010787330000.0,1516639940.0,15166399400000.0
Cổ phiếu ưu đãi,Cổ phiếu đăng ký và đã phát hành > Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,-,-,592.532.555,5.925.325.550.000,,,592532555.0,5925325550000.0
Tổng cộng,Cổ phiếu đăng ký và đã phát hành > Tổng cộng,Tổng cộng,1.901.078.733,19.010.787.330.000,2.109.172.495,21.091.724.950.000,1901078733.0,19010787330000.0,2109172495.0,21091724950000.0
Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,Cổ phiếu đang lưu hành,,,,
Cổ phiếu phổ thông,Cổ phiếu đang lưu hành > Cổ phiếu phổ thông,Cổ phiếu phổ thông,1.901.078.733,19.010.787.330.000,1.516.639.940,15.166.399.400.000,1901078733.0,19010787330000.0,1516639940.0,15166399400000.0
Cổ phiếu ưu đãi,Cổ phiếu đang lưu hành > Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,-,-,592.532.555,5.925.325.550.000,,,592532555.0,5925325550000.0
Tổng cộng,Cổ phiếu đang lưu hành > Tổng cộng,Tổng cộng,1.901.078.733,19.010.787.330.000,2.109.172.495,21.091.724.950.000,1901078733.0,19010787330000.0,2109172495.0,21091724950000.0
