row_label_raw,row_label_full,col_0,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,2.070.349.980.152,1.814.717.400.236,2070349980152.0,1814717400236.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,(493.451.599.984),(1.045.799.114.710),-493451599984.0,-1045799114710.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,2.703.319.744,2.732.417.177,2703319744.0,2732417177.0
Chi phí khác,Chi phí khác,Chi phí khác,(755.296.842),(141.375.675.435),-755296842.0,-141375675435.0
Tổng cộng,Tổng cộng,Tổng cộng,1.578.846.403.070,630.275.027.268,1578846403070.0,630275027268.0
