row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,1.856.842.655.742,872.054.437.749,1856842655742.0,872054437749.0
Thuế TNDN theo thuế suất áp dụng cho Công ty,Thuế TNDN theo thuế suất áp dụng cho Công ty,Thuế TNDN theo thuế suất áp dụng cho Công ty,371.368.531.148,174.410.887.550,371368531148.0,174410887550.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,,,
Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Các khoản điều chỉnh tăng: > Điều chỉnh thuế TNDN trích thiếu trong những năm trước,Điều chỉnh thuế TNDN trích thiếu trong những năm trước,-,8.226.930.098,,8226930098.0
Chi phí dự phòng phải thu trích lập chưa được khấu trừ năm nay,Các khoản điều chỉnh tăng: > Chi phí dự phòng phải thu trích lập chưa được khấu trừ năm nay,Chi phí dự phòng phải thu trích lập chưa được khấu trừ năm nay,-,4.400.000.000,,4400000000.0
"Chi phí thiếu hóa đơn, chứng từ hợp lệ","Các khoản điều chỉnh tăng: > Chi phí thiếu hóa đơn, chứng từ hợp lệ","Chi phí thiếu hóa đơn, chứng từ hợp lệ",1.196.250.029,-,1196250029.0,
Các khoản điều chỉnh khác,Các khoản điều chỉnh tăng: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,49.226.570,161.551.213,49226570.0,161551213.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,,,
Cổ tức được chia,Các khoản điều chỉnh giảm: > Cổ tức được chia,Cổ tức được chia,(162.500.000.000),(61.989.064.612),-162500000000.0,-61989064612.0
Lỗ năm trước chuyển sang,Các khoản điều chỉnh giảm: > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(57.330.878.023),(90.959.733.867),-57330878023.0,-90959733867.0
Chi phí thuế TNDN ước tính,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN ước tính,Chi phí thuế TNDN ước tính,152.783.129.724,34.250.570.382,152783129724.0,34250570382.0
