row_label_raw,row_label_full,col_0,Chức vụ,Năm 2023,Năm 2022,numeric__Chức vụ,numeric__Năm 2023,numeric__Năm 2022
,,,Chức vụ,VND,VND,,,
Ông Lê Việt Hải,Ông Lê Việt Hải,Ông Lê Việt Hải,Chủ tịch HĐQT,1.997.202.660,5.986.849.541,,1997202660.0,5986849541.0
Ông Lê Việt Hiếu,Ông Lê Việt Hiếu,Ông Lê Việt Hiếu,Phó Chủ tịch HĐQT kiểm Phó Tổng Giám đốc thường trực,1.921.008.966,4.806.572.339,,1921008966.0,4806572339.0
Ông Lê Văn Nam,Ông Lê Văn Nam,Ông Lê Văn Nam,Thành viên HĐQT (bổ nhiệm ngày 27/06/2023),1.071.576.497,-,,1071576497.0,
Ông Lê Văn Nam,Ông Lê Văn Nam,Ông Lê Văn Nam,kiểm Tổng Giám đốc (bổ nhiệm ngày 01/06/2023),,,,,
Ông David Martin Ruiz,Ông Lê Văn Nam > Ông David Martin Ruiz,Ông David Martin Ruiz,Thành viên HĐQT không điều hành (miễn nhiệm ngày 27/06/2023),972.870.474,5.295.838.524,,972870474.0,5295838524.0
Ông Phan Ngọc Thạnh,Ông Lê Văn Nam > Ông Phan Ngọc Thạnh,Ông Phan Ngọc Thạnh,Thành viên HĐQT (miễn nhiệm ngày 25/04/2022),-,632.250.000,,,632250000.0
Ông Nguyễn Tấn Thọ,Ông Lê Văn Nam > Ông Nguyễn Tấn Thọ,Ông Nguyễn Tấn Thọ,Phó Tổng Giám đốc,1.331.307.205,3.407.135.202,,1331307205.0,3407135202.0
Ông Đình Văn Thanh,Ông Lê Văn Nam > Ông Đình Văn Thanh,Ông Đình Văn Thanh,Phó Tổng Giám đốc,647.367.367,1.284.193.081,,647367367.0,1284193081.0
Ông Nguyễn Hùng Cường,Ông Lê Văn Nam > Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Phó Tổng Giám đốc,1.282.706.305,3.012.074.527,,1282706305.0,3012074527.0
Ông Nguyễn Khánh Hoàng,Ông Lê Văn Nam > Ông Nguyễn Khánh Hoàng,Ông Nguyễn Khánh Hoàng,Phó Tổng Giám đốc (bổ nhiệm ngày 01/06/2023),518.106.995,-,,518106995.0,
Ông Trương Quang Nhật,Ông Lê Văn Nam > Ông Trương Quang Nhật,Ông Trương Quang Nhật,Phó Tổng Giám đốc (miễn nhiệm ngày 18/05/2023),802.093.349,5.373.143.533,,802093349.0,5373143533.0
Ông Lê Quốc Duy,Ông Lê Văn Nam > Ông Lê Quốc Duy,Ông Lê Quốc Duy,Phó Tổng Giám đốc (miễn nhiệm ngày 23/03/2023),-,201.320.000,,,201320000.0
Ông Dương Đình Thanh,Ông Lê Văn Nam > Ông Dương Đình Thanh,Ông Dương Đình Thanh,Phó Tổng Giám đốc (miễn nhiệm ngày 23/03/2023),506.760.740,4.062.527.344,,506760740.0,4062527344.0
Ông Nguyễn Công Thiện,Ông Lê Văn Nam > Ông Nguyễn Công Thiện,Ông Nguyễn Công Thiện,Giám đốc điều hành miền Trung (bổ nhiệm ngày 18/07/2023),358.420.815,-,,358420815.0,
Ông Lê Văn Viên,Ông Lê Văn Nam > Ông Lê Văn Viên,Ông Lê Văn Viên,Giám đốc điều hành miền Tây (bổ nhiệm ngày 18/07/2023),411.538.997,-,,411538997.0,
Ông Nguyễn Lê Tân,Ông Lê Văn Nam > Ông Nguyễn Lê Tân,Ông Nguyễn Lê Tân,Giám đốc điều hành Hợp đồng - Cung ứng (bổ nhiệm ngày 18/07/2023),622.026.675,-,,622026675.0,
Ông Nguyễn Ngọc Hải,Ông Lê Văn Nam > Ông Nguyễn Ngọc Hải,Ông Nguyễn Ngọc Hải,Giám đốc điều hành thị trường nước ngoài (bổ nhiệm ngày 18/07/2023),349.224.049,-,,349224049.0,
Ông Nguyễn Trung Thành,Ông Lê Văn Nam > Ông Nguyễn Trung Thành,Ông Nguyễn Trung Thành,Giám đốc Tài chính (miễn nhiệm ngày 01/07/2023),776.121.435,3.281.638.979,,776121435.0,3281638979.0
Bà Nguyễn Kim Loan,Ông Lê Văn Nam > Bà Nguyễn Kim Loan,Bà Nguyễn Kim Loan,Quyền Giám đốc tài chính (bổ nhiệm ngày 20/11/2023),95.424.752,-,,95424752.0,
Ông Phạm Quốc Thắng,Ông Lê Văn Nam > Ông Phạm Quốc Thắng,Ông Phạm Quốc Thắng,Kế toán trưởng (miễn nhiệm ngày 31/05/2023),350.577.506,839.221.020,,350577506.0,839221020.0
Bà Lê Thị Phương Uyên,Ông Lê Văn Nam > Bà Lê Thị Phương Uyên,Bà Lê Thị Phương Uyên,Kế toán trưởng (bổ nhiệm ngày 01/06/2023),369.706.244,-,,369706244.0,
