row_label_raw,row_label_full,Năm phát sinh,Có thể chuyển thành chi phí lãi vay được trừ đến năm,Chi phí lãi vay chưa được trừ phát sinh,Chi phí lãi vay chưa được trừ đã chuyển sang năm sau tính đến ngày 31/12/2023,Chi phí lãi vay chưa được trừ không còn được chuyển sang năm sau tính đến ngày 31/12/2023,Chi phí lãi vay chưa được trừ chưa chuyển sang năm sau tại ngày 31/12/2023,numeric__Có thể chuyển thành chi phí lãi vay được trừ đến năm,numeric__Chi phí lãi vay chưa được trừ phát sinh,numeric__Chi phí lãi vay chưa được trừ đã chuyển sang năm sau tính đến ngày 31/12/2023,numeric__Chi phí lãi vay chưa được trừ không còn được chuyển sang năm sau tính đến ngày 31/12/2023,numeric__Chi phí lãi vay chưa được trừ chưa chuyển sang năm sau tại ngày 31/12/2023
,,,,VND,VND,VND,VND,,,,,
2021,2021,2021,2026,36.407.344.359,-,-,36.407.344.359,2026.0,36407344359.0,,,36407344359.0
2022,2022,2022,2027,379.634.027.314,-,-,379.634.027.314,2027.0,379634027314.0,,,379634027314.0
2023,2023,2023,2028,537.208.717.239,-,-,537.208.717.239,2028.0,537208717239.0,,,537208717239.0
,,,,953.250.088.912,-,-,953.250.088.912,,953250088912.0,,,953250088912.0
