row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2023,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2023
91,91,91,CÔNG TY CP THIẾT BI XÃY DỰNG THUẠN ĐỨC,7.683.418.104,,7683418104.0
92,92,92,CÔNG TY TNHH HIROSE VIỆT NAM,7.679.956.271,,7679956271.0
93,93,93,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH PHỦ MỸ,7.388.930.814,,7388930814.0
94,94,94,CÔNG TY CP ĐẦU TƯ TASAGO,7.363.935.921,,7363935921.0
95,95,95,CÔNG TY TNHH CƠ KHỈ XÃY DỰNG THƯƠNG MAI TRƯỜNG PHỦ,7.290.637.512,,7290637512.0
96,96,96,CÔNG TY TNHH MTV ĐẦU TƯ VÀ XÃY DỰNG CƯỞNG THÌNH PHÁT,7.264.222.761,,7264222761.0
97,97,97,CÔNG TY TNHH TM VẮT TƯ VĂN TẠI HOẠNG PHÁT,7.180.954.595,,7180954595.0
98,98,98,CÔNG TY TNHH TM VLXD THUẠN QUANG,7.144.075.562,,7144075562.0
99,99,99,CÔNG TY TNHH HỮNG HIỆP PHẤT KIỂN GIANG,7.094.418.500,,7094418500.0
100,100,100,CÔNG TY CP GIAI PHÁP NHỐM KÌNH CSA,7.060.333.261,,7060333261.0
101,101,101,CÔNG TY TNHH TMDV VÀ SX BẮCH VIỆT,6.912.488.405,,6912488405.0
102,102,102,CTY CỔ PHẦN NAM VIỆT ỨC,6.868.954.846,,6868954846.0
103,103,103,CÔNG TY TNHH GΥPCO,6.740.860.620,,6740860620.0
104,104,104,CÔNG TY CỔ PHẦN VIỆT'S POWER,6.690.646.971,,6690646971.0
105,105,105,CÔNG TY TNHH ĐẦU TƯ XÃY DỰNG AN NGOC,6.621.862.339,,6621862339.0
106,106,106,CÔNG TY TNHH MTV HỮNG THÀNH LỌC,6.612.964.408,,6612964408.0
107,107,107,CÔNG TY TNHH NHỰA CHẦU ẦU XANH,6.495.738.909,,6495738909.0
108,108,108,CÔNG TY TNHH MTV XÃY DỰNG VÀ THƯƠNG MAI RIHAN DAVICO,6.483.348.417,,6483348417.0
109,109,109,CÔNG TY CỔ PHẦN ĐẦU TƯ XÃY DỰNG VÀ THƯƠNG MAI ANH PHÁT,6.397.118.316,,6397118316.0
110,110,110,CTY TNHH TM BMT PHỦ QUỐC,6.393.857.741,,6393857741.0
111,111,111,CÔNG TY TNHH TRANG TRІ NỘI THẤT PHỨC KHANG,6.365.661.606,,6365661606.0
112,112,112,CÔNG TY CP TM VÀ DV PHỦ THÌNH,6.327.980.739,,6327980739.0
113,113,113,CÔNG TY TNHH SCHINDLER VIỆT NAM,6.215.130.570,,6215130570.0
114,114,114,CÔNG TY TNHH UTRACON VIỆT NAM,6.159.202.222,,6159202222.0
115,115,115,CÔNG TY CP KHOẢNG SẢN FECON,6.126.014.373,,6126014373.0
116,116,116,CÔNG TY TNHH ĐỊH VƯ LONG SEN,6.054.828.990,,6054828990.0
117,117,117,CÔNG TY TNHH XÃY DỰNG VÀ THƯƠNG MAI HHC VIỆT NAM,6.038.603.150,,6038603150.0
118,118,118,CÔNG TY CỔ PHẦN SON VANIR,5.991.295.921,,5991295921.0
119,119,119,CÔNG TY TNHH SX TM XD VÍ TİN,5.975.000.382,,5975000382.0
120,120,120,CÔNG TY TNHH THƯƠNG MAI ĐỊCH VỤ XÃY DỰNG PHAN HỮNG,5.842.585.162,,5842585162.0
121,121,121,CÔNG TY CỔ PHẦN AMACCAO,5.699.035.477,,5699035477.0
122,122,122,CÔNG TY TNHH TM KT XD TRƯỞNG LU'U VINA,5.694.990.160,,5694990160.0
123,123,123,CÔNG TY CP ĐẦU TƯ XÃY DỰNG TMDV XNK HOÀNG THÀNH,5.660.166.963,,5660166963.0
124,124,124,CÔNG TY TNHH THƯƠNG MAI VÀ XÃY DỰNG XUÂN TRƯỞNG,5.623.807.495,,5623807495.0
125,125,125,CÔNG TY TNHH TM DV ĐIÊN HỮNG THUẠN,5.620.893.815,,5620893815.0
126,126,126,CÔNG TY TNHH MTV XÃY DỰNG ĐOÀN LỢI,5.581.708.528,,5581708528.0
127,127,127,CÔNG TY TNHH THANH THẠI HÓA,5.581.271.250,,5581271250.0
128,128,128,CÔNG TY TNHH XÃY DỰNG THƯƠNG MAI ANH TIẾNG,5.419.190.989,,5419190989.0
129,129,129,CÔNG TY CỔ PHẦN SKY LINK,5.400.407.800,,5400407800.0
130,130,130,CÔNG TY TNHH XÃY DỰNG BÌNH ĐỊNH,5.350.027.275,,5350027275.0
131,131,131,CÔNG TY CỔ PHẦN BÊ TỔNG NGOẠI THƯƠNG,5.255.646.225,,5255646225.0
132,132,132,CÔNG TY TNHH XÃY DỰNG NAM THẢO,5.191.562.139,,5191562139.0
133,133,133,CÔNG TY TNHH ĐẦU TƯ VÀ XÃY DỰNG PHẠM GIA BROTHERS,5.090.535.088,,5090535088.0
134,134,134,CÔNG TY CP SX DV&TM PHÁT LINH,4.936.186.140,,4936186140.0
135,135,135,CÔNG TY CỔ PHẦN ĐẦU TƯ BT QUẢNG NINH,4.888.957.248,,4888957248.0
