row_label_raw,row_label_full,Công ty nhân đầu tư,Trụ sở chính,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Tình trạng hoạt động,Hoạt động kinh doanh chính,numeric__Trụ sở chính,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Tình trạng hoạt động,numeric__Hoạt động kinh doanh chính
Công ty conCông ty CP Nhà Hòa Bình,Công ty conCông ty CP Nhà Hòa Bình,Công ty conCông ty CP Nhà Hòa Bình,Thành phố Hồ Chí MinhLong An,"99,96%97,97%","99,96%97,97%",Đang hoạt độngĐang hoạt động,Kinh doanh và phát triển các dự án bất động sản,,,,,
Công ty CP Đầu tưXây dựng Hạ tầng Hòa BìnhCông ty TNHH MTVMáy Xây dựng Matec,Công ty CP Đầu tưXây dựng Hạ tầng Hòa BìnhCông ty TNHH MTVMáy Xây dựng Matec,Công ty CP Đầu tưXây dựng Hạ tầng Hòa BìnhCông ty TNHH MTVMáy Xây dựng Matec,Thành phố Hồ Chí MinhThành phố Hồ Chí MinhThành phố Hồ Chí MinhMyanmar,100%100%100%,100%100%100%,Đang hoạt độngĐang hoạt độngĐang hoạt độngTrước hoạt độngĐang hoạt động,"Đầu tư, xây dựng khu công nghiệpCho thuê máy móc cơ điện và thiết bị xây dựngSản xuất, mua bán vật liệu xây dựng; và cung cấp dịch vụ trang trí nói thấtCung cấp dịch vụ thiết kế kiến trúc và tư vấn thiết kế, xây dựngThiết kế, xây dựng và cung cấp dịch vụ giám định kỹ thuật, quản lý xây dựng và quản lý dự ánNghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học kỹ thuật và công nghệ",,,,,
Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,Thành phố Hồ Chí MinhThành phố Hồ Chí MinhThành phố Hồ Chí MinhMyanmar,100%100%100%,100%100%100%,Đang hoạt độngĐang hoạt độngĐang hoạt độngTrước hoạt độngĐang hoạt động,"Đầu tư, xây dựng khu công nghiệpCho thuê máy móc cơ điện và thiết bị xây dựngSản xuất, mua bán vật liệu xây dựng; và cung cấp dịch vụ trang trí nói thấtCung cấp dịch vụ thiết kế kiến trúc và tư vấn thiết kế, xây dựngThiết kế, xây dựng và cung cấp dịch vụ giám định kỹ thuật, quản lý xây dựng và quản lý dự ánNghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học kỹ thuật và công nghệ",,,,,
Công ty TNHH Tư vấn Thiết kế Hòa BìnhCông ty TNHH Hòa Bình Myanmar,Công ty TNHH Tư vấn Thiết kế Hòa BìnhCông ty TNHH Hòa Bình Myanmar,Công ty TNHH Tư vấn Thiết kế Hòa BìnhCông ty TNHH Hòa Bình Myanmar,Thành phố Hồ Chí MinhThành phố Hồ Chí MinhThành phố Hồ Chí MinhMyanmar,100%100%100%,100%100%100%,Đang hoạt độngĐang hoạt độngĐang hoạt độngTrước hoạt độngĐang hoạt động,"Đầu tư, xây dựng khu công nghiệpCho thuê máy móc cơ điện và thiết bị xây dựngSản xuất, mua bán vật liệu xây dựng; và cung cấp dịch vụ trang trí nói thấtCung cấp dịch vụ thiết kế kiến trúc và tư vấn thiết kế, xây dựngThiết kế, xây dựng và cung cấp dịch vụ giám định kỹ thuật, quản lý xây dựng và quản lý dự ánNghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học kỹ thuật và công nghệ",,,,,
