row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2023,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2023
1,1,1,CTY CỔ PHẦN ĐẦU TƯ TM SMC,104.785.668.724,,104785668724.0
2,2,2,CỔNG TY CỔ PHẦN BM WINDOWS,99.106.583.993,,99106583993.0
3,3,3,CỔNG TY CỔ PHẦN THẾP POVINA,92.658.608.256,,92658608256.0
4,4,4,CỔNG CỔ PHẦN ĐẦU TƯ THƯƠNG MAI VÀ KỸ THUẬT HỒA BÍNH (CTY TAM LẬP),90.555.998.712,,90555998712.0
5,5,5,CỔNG TY TNHH MTV MÁY XẢY DỰNG MATEC,88.730.816.813,,88730816813.0
6,6,6,CỔNG TY CỔ PHẦN CỦA SUNSPACE,64.945.977.664,,64945977664.0
7,7,7,CỔNG TY CP THẾP VÀ VẬT TƯ XẢY DỰNG,55.790.711.622,,55790711622.0
8,8,8,CỔNG TY CP BẾ TỔNG FICO PAN-UNITED,51.421.936.967,,51421936967.0
9,9,9,CỔNG TY TNHH XẢY DỰNG VÀ THƯƠNG MAI TAM QUAN,50.473.386.452,,50473386452.0
10,10,10,CỔNG TY CỔ PHẦN XẢY DỰNG PHÙ THÀNH,47.491.847.512,,47491847512.0
11,11,11,CỔNG TY TNHH DV TM VÀ XNK PHƯƠNG LINH,46.354.568.900,,46354568900.0
12,12,12,CHI NHÀNH CỔNG TY TNHH TƯ VĂN XẢY DỰNG SINO-PACIFIC LONG AN,42.700.067.258,,42700067258.0
13,13,13,CỔNG TY TNHH TÂN PHẤT NEW DEVELOPMENT,41.020.285.983,,41020285983.0
14,14,14,CỔNG TY CP ĐẦU TƯ XẢY DỰNG SỐ 1 MÊ KỔNG,39.115.334.764,,39115334764.0
15,15,15,CỔNG TY CỔ PHẦN INTERHOUSE LA,37.688.345.029,,37688345029.0
16,16,16,CỔNG TY TNHH THƯƠNG MAI MINH TÂM,37.051.039.902,,37051039902.0
17,17,17,CỔNG TY TNHH KURIHARA VIỆT NAM,36.159.608.177,,36159608177.0
18,18,18,CỔNG TY TNHH ĐẦU TƯ VÀ PHẤT TRIỂN XẢY DỰNG LG-CONS,31.838.123.918,,31838123918.0
19,19,19,CỔNG TY CP KẾT CẦU THẾP ATAD,31.196.054.858,,31196054858.0
20,20,20,CỔNG TY TNHH XẢY DỰNG VÀ THƯƠNG MAI MMT,30.854.064.721,,30854064721.0
21,21,21,CỔNG TY CP ĐT XẢY DỰNG PHẤT TRIỂN VIỆT TIỆP,28.560.148.565,,28560148565.0
22,22,22,CỔNG TY TNHH ĐẦU TƯ PHẤT TRIỂN VÀ KINH DOANH XẢY DỰNG TIỂN THÀNH,28.318.636.743,,28318636743.0
23,23,23,CỔNG TY TNHH XẢY DỰNG QUANG HẢI NAM,26.997.682.684,,26997682684.0
24,24,24,CTY TNHH GIẢI PHÁP THI CỔNG SAKI,25.382.306.447,,25382306447.0
25,25,25,CỔNG TY TNHH SUNGSHIN VINA,25.262.703.987,,25262703987.0
26,26,26,CỔNG TY TNHH SX VÀ KD VẬT LIỆU XẢY DỰNG AN PHỨC,24.270.203.396,,24270203396.0
27,27,27,CỔNG TY TNHH THẾP XD VÀ LUỐI THẾP QH PLUS,23.355.539.220,,23355539220.0
28,28,28,CỔNG TY TNHH SẢN XUẬT THƯƠNG MAI XẢY DỰNG PHÙ KHẢI,23.078.049.173,,23078049173.0
29,29,29,CỔNG TY TNHH THẾP VIỆT,22.164.412.639,,22164412639.0
30,30,30,CỔNG TY TNHH PHẤT TRIỂN XẢY DỰNG THƯƠNG MAI GIA PHÙ,21.937.213.873,,21937213873.0
31,31,31,CỔNG TY CP LECMAX SẢI GỐN,21.559.511.375,,21559511375.0
32,32,32,CỔNG TY CP ĐẦU TƯ XẢY DỰNG THƯƠNG MAI TÍN HIỂU,20.339.706.276,,20339706276.0
33,33,33,CỔNG TY CỔ PHẦN THIÊN HÀ VIỆT NAM,20.282.799.411,,20282799411.0
34,34,34,CỔNG TY CỔ PHẦN BẾ TỔNG TERRA YAMAKEN,20.026.941.264,,20026941264.0
35,35,35,CỔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHẤT TRIỂN XẢY DỰNG SAO VÀNG,18.960.596.543,,18960596543.0
36,36,36,CTY TNHH SƠN JOTUN VIỆT NAM,18.725.828.730,,18725828730.0
37,37,37,CỔNG TY TRÁCH NHIỂM HỮU HẠN MỘT THÀNH VIỂN VIỆT NAM GS INDUSTRY,18.303.658.537,,18303658537.0
38,38,38,CỔNG TY CỔ PHẦN XD ĐẦU TƯ CỔNG NGHIỆP ĐỒNG DƯƠNG,17.934.281.089,,17934281089.0
39,39,39,CỔNG TY TNHH VSL VIỆT NAM,17.320.831.344,,17320831344.0
40,40,40,CỔNG TY TNHH TƯỜNG VÍNH PHẠT,17.219.117.683,,17219117683.0
41,41,41,CỔNG TY CỔ PHẦN KIM KHỈ MIỂN TRUNG,16.654.333.708,,16654333708.0
42,42,42,CTY TNHH VẠN TẢI ĐỨC THẠI SƠN,16.191.139.508,,16191139508.0
43,43,43,CỔNG TY TNHH MTV KIỂN TRỨC XẢY DỰNG ONG VÀNG,15.564.313.792,,15564313792.0
44,44,44,CỔNG TY TNHH CHẾ BIỂN GỒ PHƯƠNG TRUNG,14.810.717.412,,14810717412.0
