row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2023 > VND,01/01/2023(đã điều chỉnh) > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023(đã điều chỉnh) > VND
300,300,300,C. NỘ PHẢI TRẢ,,13.716.294.667.839,15.852.006.849.070,,,13716294667839.0,15852006849070.0
310,310,310,I. Nợ ngắn hạn,,12.836.934.677.660,14.669.357.428.190,,,12836934677660.0,14669357428190.0
311,311,311,1. Phải trả người bán ngắn hạn,17,4.874.882.372.833,5.289.025.406.653,,17.0,4874882372833.0,5289025406653.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,2.391.068.436.163,3.030.358.312.676,,18.0,2391068436163.0,3030358312676.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,203.426.946.772,119.003.625.493,,19.0,203426946772.0,119003625493.0
314,314,314,4. Phải trả người lao động,,430.025.440.745,432.506.101.270,,,430025440745.0,432506101270.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,811.439.986.940,613.719.481.718,,20.0,811439986940.0,613719481718.0
319,319,319,6. Phải trả ngắn hạn khác,21,216.154.622.362,159.987.013.907,,21.0,216154622362.0,159987013907.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,22,3.861.405.206.030,4.987.035.216.426,,22.0,3861405206030.0,4987035216426.0
321,321,321,8. Dự phòng phải trả ngắn hạn,23,48.531.665.815,37.722.270.047,,23.0,48531665815.0,37722270047.0
330,330,330,II. Nợ dài hạn,,879.359.990.179,1.182.649.420.880,,,879359990179.0,1182649420880.0
338,338,338,1. Vay và nợ thuê tài chính dài hạn,22,683.994.666.668,972.685.116.448,,22.0,683994666668.0,972685116448.0
342,342,342,2. Dự phòng phải trả dài hạn,23,195.365.323.511,209.964.304.432,,23.0,195365323511.0,209964304432.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,893.407.288.241,1.842.522.542.861,,,893407288241.0,1842522542861.0
410,410,410,I. Vốn chủ sở hữu,24,893.407.288.241,1.842.522.542.861,,24.0,893407288241.0,1842522542861.0
411,411,411,1. Vốn góp của chủ sở hữu,,2.741.332.700.000,2.741.332.700.000,,,2741332700000.0,2741332700000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.741.332.700.000,2.741.332.700.000,,,2741332700000.0,2741332700000.0
412,412,412,2. Thặng dư vốn cổ phần,,458.969.112.981,458.969.112.981,,,458969112981.0,458969112981.0
418,418,418,3. Quỹ đầu tư phát triển,,94.548.441.157,94.548.441.157,,,94548441157.0,94548441157.0
421,421,421,4. Lợi nhuận sau thuê chưa phân phối,,(2.401.442.965.897),(1.452.327.711.277),,,-2401442965897.0,-1452327711277.0
421a,421a,421a,- LNST chưa phân phối lũy kế đến cuối năm trước,,(1.452.327.711.277),609.087.895.401,,,-1452327711277.0,609087895401.0
421b,421b,421b,- LNST chưa phân phối năm nay,,(949.115.254.620),(2.061.415.606.678),,,-949115254620.0,-2061415606678.0
