row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CẢP,TẠI 31/12/2023,numeric__TÊN NHÀ CUNG CẢP,numeric__TẠI 31/12/2023
45,45,45,CỔNG TY TNHH CƠ KHỊ ĐẠI THÀNH ĐẠT,14.539.820.410,,14539820410.0
46,46,46,CỔNG TY TNHH XẢY DỰNG E&C THUẠN VĂN,14.131.918.681,,14131918681.0
47,47,47,CỔNG TY CP GẠCH KHỐI TẦN KỸ NGUYỀN,14.024.858.189,,14024858189.0
48,48,48,CỔNG TY CP CƠ KHỊ ĐẠI DỰNG III,13.671.471.321,,13671471321.0
49,49,49,CỔNG TY CỔ PHẦN PHẤT TRIỂN ĐẦU TƯ VÀ XẢY DỰNG PHỨ THƯƠNG,13.563.119.933,,13563119933.0
50,50,50,CỔNG TY TNHH TIẾN AN,13.382.878.850,,13382878850.0
51,51,51,CTY TNHH SX VÀ KD VLXD AN PHỨC QUẢNG NINH,13.172.280.130,,13172280130.0
52,52,52,CTY TNHH LƯỚI THÉP HẦN SONG HỢP LỰC,12.979.419.433,,12979419433.0
53,53,53,CỔNG TY CP XD MỸ PHÚ GIA,12.869.351.622,,12869351622.0
54,54,54,CỔNG TY TNHH MTV TM-XNK VĂN TẠI ĐỨC NGUYỀN,12.556.827.731,,12556827731.0
55,55,55,CỔNG TY CP BÊ TỔNG ALPHA-V,12.094.018.181,,12094018181.0
56,56,56,CỔNG TY CỔ PHẦN FOUNTECH,11.758.393.299,,11758393299.0
57,57,57,CỔNG TY CP BÊ TỔNG HỒNG HÀ,11.698.318.154,,11698318154.0
58,58,58,CỔNG TY CP VẬT LIỆU XD VÀ KHOẢNG SẢN BÌNH THUẠN,11.567.631.352,,11567631352.0
59,59,59,CỔNG TY CP BÊ TỔNG VAN PHỨC,11.271.258.388,,11271258388.0
60,60,60,CỔNG TY TNHH SUGIKO VIỆT NAM,11.197.843.693,,11197843693.0
61,61,61,CỔNG TY TNHH ĐỊCH VƯ XẢY DỰNG AN TІN PHỨC,10.941.313.393,,10941313393.0
62,62,62,CTY TNHH SX TM DV GIA QUẢNG,10.648.174.780,,10648174780.0
63,63,63,CỔNG TY TNHH THƯƠNG MAI VÀ XẢY DỰNG BSH,10.496.973.696,,10496973696.0
64,64,64,CỔNG TY TNHH THIỆT BỊ ĐIỆN TRƯỞNG SƠN,10.163.725.274,,10163725274.0
65,65,65,CỔNG TY CP ĐẦU TƯ XẢY DỰNG VÀ PHẤT TRIỂN THƯƠNG MAI THÀNH NAM,10.038.894.638,,10038894638.0
66,66,66,CỔNG TY CỔ PHẦN PCCC TẦN HỘI,9.994.956.689,,9994956689.0
67,67,67,CỔNG TY TNHH TMDV XẢY DỰNG D&E,9.871.842.106,,9871842106.0
68,68,68,CỔNG TY CỔ PHẦN XẢY DỰNG PHƯƠNG NAM 135,9.747.441.688,,9747441688.0
69,69,69,CỔNG TY TNHH CƠ KHỊ XẢY DỰNG PHÙ THINH,9.738.881.463,,9738881463.0
70,70,70,CỔNG TY TNHH THƯƠNG MAI VÀ XẢY DỰNG AN MINH HƯNG,9.121.838.041,,9121838041.0
71,71,71,CTY TNHH MTV TM DV KT MINH PHẮT,9.093.235.947,,9093235947.0
72,72,72,CỔNG TY TNHH XẢY DỰNG VÀ VĂN TẠI PHÙ PHƯƠNG,9.070.863.135,,9070863135.0
73,73,73,CỔNG TY TNHH MTV TM THANH DUNG,9.060.850.462,,9060850462.0
74,74,74,CỔNG TY CỔ PHẦN THƯƠNG MAI VÀ XẢY DỰNG HƯNG OANH,8.955.000.346,,8955000346.0
75,75,75,CỔNG TY CP SẢN XUẠT THƯƠNG MAI VÀ XẢY DỰNG VIỆT HĂN,8.790.175.924,,8790175924.0
76,76,76,CỔNG TY TNHH THƯƠNG MAI ĐỊCH VƯ ĐẦU TƯ THÊ KHANG,8.734.326.227,,8734326227.0
77,77,77,CTY TNHH TM XNK ĐÀ HOA CUỔNG HOẢNG MỸ,8.730.331.200,,8730331200.0
78,78,78,CỔNG TY TNHH XẢY DỰNG VÀ XUẬT NHẬP KHẦU GIA HƯNG,8.699.277.721,,8699277721.0
79,79,79,CỔNG TY TNHH BÊ TỔNG XẢY DỰNG VIỆT ĐỨC,8.595.699.932,,8595699932.0
80,80,80,CỔNG TY CỔ PHẦN ĐẦU TƯ VÀ XẢY DỰNG PHONG VINH,8.565.507.412,,8565507412.0
81,81,81,CỔNG TY TNHH TM QUỐC TẾ THẠI VĂN,8.474.556.895,,8474556895.0
82,82,82,CỔNG TY TNHH MTV CƠ KHÍ XẢY DỰNG TM TTNT HƯNG THINH,8.440.425.362,,8440425362.0
83,83,83,CỔNG TY TNHH THANG MAYS HYUNDAI THÀNH CÔNG VIỆT NAM,8.431.054.254,,8431054254.0
84,84,84,CỔNG TY TNHH ĐẦU TƯ PHẤT TRIỂN CÔNG NGHỆ SUNTECH VIỆT NAM,8.290.685.820,,8290685820.0
85,85,85,CỔNG TY TNHH THIỆT BỊ XD THINH PHẮT,8.270.259.040,,8270259040.0
86,86,86,CỔNG TY CỔ PHẦN VIỆT VƯƠNG,8.113.281.938,,8113281938.0
87,87,87,CỔNG TY CP THIỆT BỊ XẢY DỰNG G18,8.060.908.885,,8060908885.0
88,88,88,CỔNG TY CỔ PHẦN DIC - ĐỒNG TIẾN,7.913.809.223,,7913809223.0
89,89,89,CỔNG TY TNHH TM VÀ ĐẦU TƯ XD THINH PHẤT,7.870.581.311,,7870581311.0
90,90,90,CỔNG TY TNHH TM VÀ DV VĂN TẠI HÀI ANH,7.824.087.917,,7824087917.0
