row_label_raw,row_label_full,col_0,Năm 2023VND,Năm 2022VND,numeric__Năm 2023VND,numeric__Năm 2022VND
"Doanh thu hợp đồng xây dựng và cho thuê máy móc,thiết bị","Doanh thu hợp đồng xây dựng và cho thuê máy móc,thiết bị","Doanh thu hợp đồng xây dựng và cho thuê máy móc,thiết bị",115.113.275.178,309.714.089.528,115113275178.0,309714089528.0
Công ty TNHH MTV Máy Xây dựng Matec,Công ty TNHH MTV Máy Xây dựng Matec,Công ty TNHH MTV Máy Xây dựng Matec,109.048.890.379,273.938.662.845,109048890379.0,273938662845.0
Công ty CP Tiến Phát Sanyo Homes,Công ty CP Tiến Phát Sanyo Homes,Công ty CP Tiến Phát Sanyo Homes,6.064.384.799,35.775.426.683,6064384799.0,35775426683.0
Thanh lý phế liệu và dịch vụ khác,Thanh lý phế liệu và dịch vụ khác,Thanh lý phế liệu và dịch vụ khác,4.054.277.327,14.808.672.899,4054277327.0,14808672899.0
Công ty CP Cơ khí và Nhôm kính Anh Việt,Công ty CP Cơ khí và Nhôm kính Anh Việt,Công ty CP Cơ khí và Nhôm kính Anh Việt,3.148.479.700,14.808.672.899,3148479700.0,14808672899.0
Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,241.444.800,-,241444800.0,
Công ty CP Kỹ thuật Jesco Hòa Bình,Công ty CP Kỹ thuật Jesco Hòa Bình,Công ty CP Kỹ thuật Jesco Hòa Bình,664.352.827,-,664352827.0,
Thu nhập thanh lý tài sản cố định,Thu nhập thanh lý tài sản cố định,Thu nhập thanh lý tài sản cố định,25.275.294.869,3.971.473.516,25275294869.0,3971473516.0
Công ty CP Cơ khí và Nhôm kính Anh Việt,Công ty CP Cơ khí và Nhôm kính Anh Việt,Công ty CP Cơ khí và Nhôm kính Anh Việt,25.275.294.869,3.971.473.516,25275294869.0,3971473516.0
Mua tài sản cố định,Mua tài sản cố định,Mua tài sản cố định,97.520.242,-,97520242.0,
Công ty CP Cơ khí và Nhôm kính Anh Việt,Công ty CP Cơ khí và Nhôm kính Anh Việt,Công ty CP Cơ khí và Nhôm kính Anh Việt,97.520.242,-,97520242.0,
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",311.491.501.817,860.231.421.028,311491501817.0,860231421028.0
Công ty TNHH MTV Máy Xây dựng Matec,Công ty TNHH MTV Máy Xây dựng Matec,Công ty TNHH MTV Máy Xây dựng Matec,160.447.655.230,534.421.606.025,160447655230.0,534421606025.0
Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,1.245.091.273,7.570.574.860,1245091273.0,7570574860.0
Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,3.483.820.409,3.388.895.949,3483820409.0,3388895949.0
Công ty CP Nhà Hòa Bình,Công ty CP Nhà Hòa Bình,Công ty CP Nhà Hòa Bình,31.666.466,17.056.893.859,31666466.0,17056893859.0
Công ty CP Interhouse LA,Công ty CP Interhouse LA,Công ty CP Interhouse LA,30.563.539.686,16.026.797.436,30563539686.0,16026797436.0
Công ty CP Kỹ thuật Jesco Hòa Bình,Công ty CP Kỹ thuật Jesco Hòa Bình,Công ty CP Kỹ thuật Jesco Hòa Bình,83.522.390.141,159.044.483.973,83522390141.0,159044483973.0
Công ty CP Cơ khí và Nhôm kính Anh Việt,Công ty CP Cơ khí và Nhôm kính Anh Việt,Công ty CP Cơ khí và Nhôm kính Anh Việt,23.691.627.963,98.129.556.673,23691627963.0,98129556673.0
Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,8.505.710.649,24.592.612.253,8505710649.0,24592612253.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",45.248.859.371,2.054.850.000,45248859371.0,2054850000.0
Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình,45.248.859.371,-,45248859371.0,
Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,Công ty CP 479 Hòa Bình,-,2.054.850.000,,2054850000.0
