row_label_raw,row_label_full,31/12/2023 > Giá trị,31/12/2023 > Dự phòng,01/01/2023 (đã điều chỉnh) > Giá trị,01/01/2023 (đã điều chỉnh) > Dự phòng,numeric__31/12/2023 > Dự phòng,numeric__01/01/2023 (đã điều chỉnh) > Giá trị,numeric__01/01/2023 (đã điều chỉnh) > Dự phòng
VND,VND,VND,VND,VND,VND,,,
308.022.282.828,VND > 308.022.282.828,308.022.282.828,(59.399.474.850),322.007.597.010,(51.031.684.864),-59399474850.0,322007597010.0,-51031684864.0
108.901.521.158,VND > 108.901.521.158,108.901.521.158,-,108.901.521.158,-,,108901521158.0,
93.822.331.459,VND > 93.822.331.459,93.822.331.459,-,93.822.331.459,-,,93822331459.0,
63.964.937.908,VND > 63.964.937.908,63.964.937.908,(59.399.474.850),63.795.589.792,(51.031.684.864),-59399474850.0,63795589792.0,-51031684864.0
5.970.500.000,VND > 5.970.500.000,5.970.500.000,-,5.970.500.000,-,,5970500000.0,
21.521.220.215,VND > 21.521.220.215,21.521.220.215,-,25.400.995.761,-,,25400995761.0,
8.471.294.190,VND > 8.471.294.190,8.471.294.190,-,17.600.471.689,-,,17600471689.0,
4.295.714.316,VND > 4.295.714.316,4.295.714.316,-,4.728.800.811,-,,4728800811.0,
312.763.582,VND > 312.763.582,312.763.582,-,1.025.386.340,-,,1025386340.0,
762.000.000,VND > 762.000.000,762.000.000,-,762.000.000,-,,762000000.0,
901.133.465.163,VND > 901.133.465.163,901.133.465.163,-,974.716.235.477,-,,974716235477.0,
57.845.394.972,VND > 57.845.394.972,57.845.394.972,-,139.382.985.391,-,,139382985391.0,
60.000.000.000,VND > 60.000.000.000,60.000.000.000,-,60.000.000.000,-,,60000000000.0,
16.454.825.367,VND > 16.454.825.367,16.454.825.367,-,58.202.041.970,-,,58202041970.0,
81.569.356.877,VND > 81.569.356.877,81.569.356.877,-,10.565.763.000,-,,10565763000.0,
62.688.478.471,VND > 62.688.478.471,62.688.478.471,-,48.448.870.650,-,,48448870650.0,
622.575.409.476,VND > 622.575.409.476,622.575.409.476,-,658.116.574.466,-,,658116574466.0,
1.209.155.747.991,VND > 1.209.155.747.991,1.209.155.747.991,(59.399.474.850),1.296.723.832.487,(51.031.684.864),-59399474850.0,1296723832487.0,-51031684864.0
