row_label_raw,row_label_full,Năm phát sinh,Có thể chuyển lỗ đến năm,Lỗ tính thuế,Đã chuyển lỗ đến ngày 31/12/2023,Không được chuyển lỗ,Chưa chuyển lỗ tại ngày 31/12/2023,numeric__Có thể chuyển lỗ đến năm,numeric__Lỗ tính thuế,numeric__Đã chuyển lỗ đến ngày 31/12/2023,numeric__Không được chuyển lỗ,numeric__Chưa chuyển lỗ tại ngày 31/12/2023
,,,,VND,VND,VND,VND,,,,,
2022,2022,2022,2027,1.349.309.660.267,-,-,1.349.309.660.267,2027.0,1349309660267.0,,,1349309660267.0
2023,2023,2023,2028,364.069.980.146,-,-,364.069.980.146,2028.0,364069980146.0,,,364069980146.0
,,,,1.713.379.640.413,-,-,1.713.379.640.413,,1713379640413.0,,,1713379640413.0
