row_label_raw,row_label_full,STT > 136,TÊN NHÀ CUNG CÁP > CÔNG TY TNHH METAL - MART VIỆT NAM,TẠI 31/12/2023 > 4.845.559.280,numeric__TÊN NHÀ CUNG CÁP > CÔNG TY TNHH METAL - MART VIỆT NAM,numeric__TẠI 31/12/2023 > 4.845.559.280
137,137,137,CÔNG TY TNHH HTXD BÌNH MINH,4.798.159.981,,4798159981.0
138,138,138,CÔNG TY CỔ PHẦN 190,4.707.863.406,,4707863406.0
139,139,139,CÔNG TY TNHH TMDV XÃY DỰNG KỸ THUẬT BẢO NGUYÊN,4.615.276.105,,4615276105.0
140,140,140,CÔNG TY TNHH THƯƠNG MẠI VÀ XÃY DỰNG ĐỨC VIỆT,4.596.996.129,,4596996129.0
141,141,141,CÔNG TY TNHH NGO,4.571.132.935,,4571132935.0
142,142,142,CÔNG TY TNHH XUÂN LỌC THỌ,4.565.751.832,,4565751832.0
143,143,143,CÔNG TY CP ĐẦU TƯ' VÀ PHẠT TRIỂN LUCKY HOUSE,4.557.328.995,,4557328995.0
144,144,144,CÔNG TY TNHH CHẾ TẠO CƠ KHI HOA SEN,4.557.126.136,,4557126136.0
145,145,145,CÔNG TY CỔ PHẦN VẬT LIỆU VÀ XÃY DỰNG HOÀNG TÂM,4.545.996.210,,4545996210.0
146,146,146,CÔNG TY TNHH CHẾ BIÊN LÂM SẢN VÀ XÃY DỰNG TÂM HƯƠN PHÁT,4.469.474.830,,4469474830.0
147,147,147,CÔNG TY TNHH CƠ KHĨ XÃY DỰNG TRẦN GIA,4.425.779.057,,4425779057.0
148,148,148,CÔNG TY CP TMDV MINH LONG,4.373.402.500,,4373402500.0
149,149,149,CÔNG TY TNHH MTV CHẦU LONG PHÚ QUỐC,4.198.424.724,,4198424724.0
150,150,150,CÔNG TY CỔ PHẦN HYUNDAI ALUMINUM VINA,4.155.380.337,,4155380337.0
151,151,151,CÔNG TY TNHH CƠ KHĨ THƯƠNG MẠI D&T,4.153.125.303,,4153125303.0
152,152,152,CÔNG TY CP XD VÀ ĐẦU TƯ' BẢO LỌC,4.029.957.510,,4029957510.0
153,153,153,CÔNG TY TNHH VĂN TẠI TIÊN TRƯƠNG,3.955.756.917,,3955756917.0
154,154,154,CÔNG TY CỔ PHẦN CPT GROUP,3.902.312.332,,3902312332.0
155,155,155,CÔNG TY TNHH XÃY DỰNG ĐỊA CHẤT KHOÀNG SẢN VÍNH AN,3.868.860.696,,3868860696.0
156,156,156,CÔNG TY TNHH VÍNH CỦ'U GRC,3.816.758.839,,3816758839.0
157,157,157,CÔNG TY TNHH MTV NGHĨA HÓA HỢP,3.788.356.200,,3788356200.0
158,158,158,CÔNG TY CP THIẾT BỊ XD&TM HDP,3.771.011.196,,3771011196.0
159,159,159,CÔNG TY TNHH BẢO HỌ LAO ĐỒNG TH chang LONG,3.668.965.312,,3668965312.0
160,160,160,CÔNG TY TNHH AKATI WOOD ( VIỆT NAM ),3.648.298.232,,3648298232.0
161,161,161,CÔNG TY TNHH ĐO ĐẠC VÀ XÃY DỰNG ĐÀNG KHOA,3.550.340.330,,3550340330.0
162,162,162,CÔNG TY CỔ PHẦN XÃY DỰNG TUÂN LÂM,3.538.765.328,,3538765328.0
163,163,163,CÔNG TY TNHH GIẢI PHÁP CẦU THÁP,3.535.475.683,,3535475683.0
164,164,164,CÔNG TY TNHH SẢN XUẬT VÀ XUẬT NHẬP KHẦU TRỨC LÂM,3.512.919.360,,3512919360.0
165,165,165,CÔNG TY TNHH DV VĂN TẠI NHẠT ANH,3.432.468.868,,3432468868.0
166,166,166,CÔNG TY TNHH ĐẦU TƯ' VÀ TM VẬT LIỆU XÃY DỰNG THÀNH PHÁT,3.412.564.233,,3412564233.0
167,167,167,CÔNG TY CỔ PHẦN HHM VIỆT NAM,3.405.987.697,,3405987697.0
168,168,168,CÔNG TY CỔ PHẦN TẬP ĐOẠN CÔNG NGHIỆP HOÀNG HÀ,3.389.386.520,,3389386520.0
169,169,169,CÔNG TY TNHH TM VÀ XD THÀNH NHUNG,3.372.108.836,,3372108836.0
170,170,170,CÔNG TY CP CƠ ĐIỆN KDG VIỆT NAM,3.359.989.851,,3359989851.0
171,171,171,CÔNG TY CP KỸ THUẬT BÌNH SƠN,3.352.522.051,,3352522051.0
172,172,172,CÔNG TY CỔ PHẦN ĐẦU TƯ' PHẠT TRIỂN MỔI TRƯƠNG TOẠN CẦU,3.347.610.078,,3347610078.0
173,173,173,CÔNG TY TNHH KỸ THUẬT XÃY DỰNG ĐỒNG PHONG (VIỆT NAM),3.333.170.734,,3333170734.0
174,174,174,CÔNG TY CP XÃY DỰNG PHẠM GIA GROUP,3.333.019.694,,3333019694.0
175,175,175,CÔNG TY SΙKA HỮU HẠN VIỆT NAM,3.321.331.795,,3321331795.0
176,176,176,CÔNG TY TNHH DUY TIÊN,3.315.322.789,,3315322789.0
177,177,177,CÔNG TY TNHH THIẾT BỊ ĐIỆN NUỐC PHÚC HÀ,3.285.605.761,,3285605761.0
178,178,178,CÔNG TY TNHH TƯ' VĂN XÃY DỰNG GIẢI PHÁP VIỆT,3.284.672.621,,3284672621.0
179,179,179,CÔNG TY CP NGUYÊN THÌNH,3.272.372.490,,3272372490.0
180,180,180,CÔNG TY TNHH XÃY DỰNG KIM NGỌC THANH HÓA,3.206.161.068,,3206161068.0
