row_label_raw,row_label_full,col_0,31/12/2023,01/01/2023,numeric__31/12/2023,numeric__01/01/2023
,,,VND,VND,,
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,26.021.004.959,20.685.652.552,26021004959.0,20685652552.0
Chi phí xây dựng phải trả thầu phụ,Chi phí xây dựng phải trả thầu phụ,Chi phí xây dựng phải trả thầu phụ,767.082.425.655,566.907.711.928,767082425655.0,566907711928.0
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,18.336.556.326,26.126.117.238,18336556326.0,26126117238.0
,,,811.439.986.940,613.719.481.718,811439986940.0,613719481718.0
Trong đó: Bên liên quan,Trong đó: Bên liên quan,Trong đó: Bên liên quan,Trong đó: Bên liên quan,Trong đó: Bên liên quan,,
Công ty CP Kỹ thuật Jesco Hòa Bình,Trong đó: Bên liên quan > Công ty CP Kỹ thuật Jesco Hòa Bình,Công ty CP Kỹ thuật Jesco Hòa Bình,61.612.175.180,15.361.828.751,61612175180.0,15361828751.0
Công ty CP Cơ khí và Nhôm kinh Anh Việt,Trong đó: Bên liên quan > Công ty CP Cơ khí và Nhôm kinh Anh Việt,Công ty CP Cơ khí và Nhôm kinh Anh Việt,7.828.078.464,13.298.332.557,7828078464.0,13298332557.0
Công ty CP Trang trí Nội thất Onwa Tech,Trong đó: Bên liên quan > Công ty CP Trang trí Nội thất Onwa Tech,Công ty CP Trang trí Nội thất Onwa Tech,3.728.650.195,5.270.203.545,3728650195.0,5270203545.0
Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình,Trong đó: Bên liên quan > Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình,Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình,2.000.000.000,2.000.000.000,2000000000.0,2000000000.0
Hà Nội,Hà Nội,Hà Nội,Hà Nội,Hà Nội,,
Công ty CP Interhouse LA,Hà Nội > Công ty CP Interhouse LA,Công ty CP Interhouse LA,5.783.013.749,1.070.368.721,5783013749.0,1070368721.0
Công ty TNHH Sơn Hòa Bình,Hà Nội > Công ty TNHH Sơn Hòa Bình,Công ty TNHH Sơn Hòa Bình,503.424.659,994.769.921,503424659.0,994769921.0
Công ty CP Đầu tư và Năng lượng Tài tạo Hòa Bình,Hà Nội > Công ty CP Đầu tư và Năng lượng Tài tạo Hòa Bình,Công ty CP Đầu tư và Năng lượng Tài tạo Hòa Bình,436.949.090,436.949.090,436949090.0,436949090.0
Công ty TNHH Sản xuất và Trang trí Mộc Hòa Bình,Hà Nội > Công ty TNHH Sản xuất và Trang trí Mộc Hòa Bình,Công ty TNHH Sản xuất và Trang trí Mộc Hòa Bình,179.728.968,179.728.967,179728968.0,179728967.0
Công ty TNHH MTV Máy Xây dựng Matec,Hà Nội > Công ty TNHH MTV Máy Xây dựng Matec,Công ty TNHH MTV Máy Xây dựng Matec,8.916.379.724,-,8916379724.0,
Chi nhánh Công ty TNHH Sơn Hòa Bình tại Hưng Yên,Hà Nội > Chi nhánh Công ty TNHH Sơn Hòa Bình tại Hưng Yên,Chi nhánh Công ty TNHH Sơn Hòa Bình tại Hưng Yên,798.146.120,-,798146120.0,
,,,91.786.546.149,38.612.181.552,91786546149.0,38612181552.0
