row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2023 > VND,01/01/2023 (đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2023 > VND,numeric__01/01/2023 (đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGĂN HẠN,,13.246.131.900.299,15.995.130.364.689,,,13246131900299.0,15995130364689.0
110,110,110,I. Tiền và các khoản tương đương tiền,3,281.535.495.972,455.970.508.721,,3.0,281535495972.0,455970508721.0
111,111,111,1. Tiền,,274.477.525.276,183.912.538.025,,,274477525276.0,183912538025.0
112,112,112,2. Các khoản tương đương tiền,,7.057.970.696,272.057.970.696,,,7057970696.0,272057970696.0
120,120,120,II. Đầu tư tài chính ngắn hạn,4,11.443.641.863,20.000.000.000,,4.0,11443641863.0,20000000000.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,11.443.641.863,20.000.000.000,,,11443641863.0,20000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,11.899.704.929.493,14.477.778.945.582,,,11899704929493.0,14477778945582.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,5,7.209.036.712.669,8.680.684.839.633,,5.0,7209036712669.0,8680684839633.0
132,132,132,2. Trả trước cho người bản ngắn hạn,6,1.209.155.747.991,1.296.723.832.487,,6.0,1209155747991.0,1296723832487.0
134,134,134,3. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,7,3.079.873.461.429,3.641.704.230.574,,7.0,3079873461429.0,3641704230574.0
135,135,135,4. Phải thu về cho vay ngắn hạn,8,1.383.417.577.114,1.417.359.569.258,,8.0,1383417577114.0,1417359569258.0
136,136,136,5. Phải thu ngắn hạn khác,9,1.191.837.154.083,1.190.078.865.769,,9.0,1191837154083.0,1190078865769.0
137,137,137,6. Dự phòng phải thu ngắn hạn khó đòi,10,(2.173.615.723.793),(1.748.772.392.139),,10.0,-2173615723793.0,-1748772392139.0
140,140,140,IV. Hàng tồn kho,12,1.038.985.451.458,951.617.490.831,,12.0,1038985451458.0,951617490831.0
141,141,141,1. Hàng tồn kho,,1.070.820.618.605,982.017.923.642,,,1070820618605.0,982017923642.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(31.835.167.147),(30.400.432.811),,,-31835167147.0,-30400432811.0
150,150,150,V. Tài sản ngắn hạn khác,,14.462.381.513,89.763.419.555,,,14462381513.0,89763419555.0
151,151,151,1. Chi phí trả trước ngắn hạn,13,14.462.381.513,89.763.419.555,,13.0,14462381513.0,89763419555.0
200,200,200,B. TÀI SẢN DÀI HẠN,,1.363.570.055.781,1.699.399.027.242,,,1363570055781.0,1699399027242.0
210,210,210,I. Các khoản phải thu dài hạn,,270.529.934.752,267.702.991.600,,,270529934752.0,267702991600.0
216,216,216,1. Phải thu dài hạn khác,9,270.529.934.752,267.702.991.600,,9.0,270529934752.0,267702991600.0
220,220,220,II. Tài sản cố định,,564.815.994.753,787.126.814.337,,,564815994753.0,787126814337.0
221,221,221,1. Tài sản cố định hữu hình,14,524.338.635.275,746.143.983.899,,14.0,524338635275.0,746143983899.0
222,222,222,- Nguyên giá,,1.871.617.023.628,1.983.152.194.845,,,1871617023628.0,1983152194845.0
223,223,223,- Giá trị hao mòn lũy kế,,(1.347.278.388.353),(1.237.008.210.946),,,-1347278388353.0,-1237008210946.0
227,227,227,2. Tài sản cố định vô hình,15,40.477.359.478,40.982.830.438,,15.0,40477359478.0,40982830438.0
228,228,228,- Nguyên giá,,60.317.025.806,60.317.025.806,,,60317025806.0,60317025806.0
229,229,229,- Giá trị hao mòn lũy kế,,(19.839.666.328),(19.334.195.368),,,-19839666328.0,-19334195368.0
240,240,240,III. Tài sản dở dang dài hạn,,37.455.839.317,39.137.442.269,,,37455839317.0,39137442269.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,16,37.455.839.317,39.137.442.269,,16.0,37455839317.0,39137442269.0
250,250,250,IV. Đầu tư tài chính dài hạn,4,402.328.282.929,449.417.444.375,,4.0,402328282929.0,449417444375.0
251,251,251,1. Đầu tư vào công ty con,,737.949.088.062,735.375.439.051,,,737949088062.0,735375439051.0
252,252,252,"2. Đầu tư vào công ty liên doanh, liên kết",,145.402.520.000,145.402.520.000,,,145402520000.0,145402520000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,39.227.400.000,39.227.400.000,,,39227400000.0,39227400000.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(522.250.725.133),(472.587.914.676),,,-522250725133.0,-472587914676.0
255,255,255,5. Đầu tư nằm giữ đến ngày đáo hạn,,2.000.000.000,2.000.000.000,,,2000000000.0,2000000000.0
260,260,260,V. Tài sản dài hạn khác,,88.440.004.030,156.014.334.661,,,88440004030.0,156014334661.0
261,261,261,1. Chi phí trả trước dài hạn,13,84.831.775.697,151.607.426.995,,13.0,84831775697.0,151607426995.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,34,3.608.228.333,4.406.907.666,,34.0,3608228333.0,4406907666.0
270,270,270,TỔNG CỘNG TÀI SẢN,,14.609.701.956.080,17.694.529.391.931,,,14609701956080.0,17694529391931.0
