row_label_raw,row_label_full,Thuế giá trị gia tăng,Số phải nộp đầu nămVND > 112.189.401.627,Số phải nộp trong nămVND > 170.191.679.027,Số đã thực nộp trong nămVND > 90.692.188.291,Số phải nộp cuối nămVND > 191.688.892.363,numeric__Số phải nộp đầu nămVND > 112.189.401.627,numeric__Số phải nộp trong nămVND > 170.191.679.027,numeric__Số đã thực nộp trong nămVND > 90.692.188.291,numeric__Số phải nộp cuối nămVND > 191.688.892.363
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",-,3.667.200,3.667.200,-,,3667200.0,3667200.0,
Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,Thuế thu nhập cả nhân,6.814.223.866,10.869.923.036,16.118.703.889,1.565.443.013,6814223866.0,10869923036.0,16118703889.0,1565443013.0
Thuế bảo vệ môi trường và các loại thuế khác,Thuế bảo vệ môi trường và các loại thuế khác,Thuế bảo vệ môi trường và các loại thuế khác,-,10.633.500,-,10.633.500,,10633500.0,,10633500.0
"Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác","Các khoản phí, lệ phí và các khoản phải nộp khác",-,10.164.977.896,3.000.000,10.161.977.896,,10164977896.0,3000000.0,10161977896.0
,,,119.003.625.493,191.240.880.659,106.817.559.380,203.426.946.772,119003625493.0,191240880659.0,106817559380.0,203426946772.0
