row_label_raw,row_label_full,col_0,Năm 2023,Năm 2022(dã điều chỉnh),numeric__Năm 2023,numeric__Năm 2022(dã điều chỉnh)
,,,VND,VND,,
Giá vốn hợp đồng xây dựng (i),Giá vốn hợp đồng xây dựng (i),Giá vốn hợp đồng xây dựng (i),6.865.557.640.691,13.465.000.880.327,6865557640691.0,13465000880327.0
Giá vốn cho thuê máy móc thiết bị,Giá vốn cho thuê máy móc thiết bị,Giá vốn cho thuê máy móc thiết bị,191.377.999.998,243.264.098.920,191377999998.0,243264098920.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,1.434.734.336,-,1434734336.0,
,,,7.058.370.375.025,13.708.264.979.247,7058370375025.0,13708264979247.0
Trong đó: Mua hàng từ các bên liên quanTổng giá trị mua vào:(Xem thông tin chỉ tiết tại Thuyết minh 39),Trong đó: Mua hàng từ các bên liên quanTổng giá trị mua vào:(Xem thông tin chỉ tiết tại Thuyết minh 39),Trong đó: Mua hàng từ các bên liên quanTổng giá trị mua vào:(Xem thông tin chỉ tiết tại Thuyết minh 39),311.459.835.351,843.174.527.169,311459835351.0,843174527169.0
(i) Giá vốn hợp đồng xây dựng,(i) Giá vốn hợp đồng xây dựng,(i) Giá vốn hợp đồng xây dựng,(i) Giá vốn hợp đồng xây dựng,(i) Giá vốn hợp đồng xây dựng,,
,,,Năm 2023,Năm 2022,,
,,,VND,VND,,
"Giá vốn của hợp đồng xây dựng được ghi nhận trong năm, trong đó:- Giá vốn trong năm của hợp đồng xây dựng đang còn thực hiện tại ngày cuối năm","(i) Giá vốn hợp đồng xây dựng > Giá vốn của hợp đồng xây dựng được ghi nhận trong năm, trong đó:- Giá vốn trong năm của hợp đồng xây dựng đang còn thực hiện tại ngày cuối năm","Giá vốn của hợp đồng xây dựng được ghi nhận trong năm, trong đó:- Giá vốn trong năm của hợp đồng xây dựng đang còn thực hiện tại ngày cuối năm",6.865.557.640.691,13.465.000.880.327,6865557640691.0,13465000880327.0
"Giá vốn của hợp đồng xây dựng được ghi nhận trong năm, trong đó:- Giá vốn trong năm của hợp đồng xây dựng đang còn thực hiện tại ngày cuối năm","(i) Giá vốn hợp đồng xây dựng > Giá vốn của hợp đồng xây dựng được ghi nhận trong năm, trong đó:- Giá vốn trong năm của hợp đồng xây dựng đang còn thực hiện tại ngày cuối năm","Giá vốn của hợp đồng xây dựng được ghi nhận trong năm, trong đó:- Giá vốn trong năm của hợp đồng xây dựng đang còn thực hiện tại ngày cuối năm",5.265.434.268.063,8.437.854.084.439,5265434268063.0,8437854084439.0
- Giá vốn trong năm của hợp đồng xây dựng đã hoàn thành,(i) Giá vốn hợp đồng xây dựng > - Giá vốn trong năm của hợp đồng xây dựng đã hoàn thành,- Giá vốn trong năm của hợp đồng xây dựng đã hoàn thành,1.600.123.372.628,5.027.146.795.888,1600123372628.0,5027146795888.0
Tổng giá vốn lũy kế của hợp đồng xây dựng đang thực hiện được ghi nhận đến ngày kết thúc năm tài chính,(i) Giá vốn hợp đồng xây dựng > Tổng giá vốn lũy kế của hợp đồng xây dựng đang thực hiện được ghi nhận đến ngày kết thúc năm tài chính,Tổng giá vốn lũy kế của hợp đồng xây dựng đang thực hiện được ghi nhận đến ngày kết thúc năm tài chính,10.803.579.668.766,13.367.833.143.660,10803579668766.0,13367833143660.0
